Abs(theta)	Type0		Type1		Type23
0.5		199		2		2
1.5		531		5		5
2.5		866		11		8
3.5		1218		14		16
4.5		1547		24		17
5.5		1940		18		14
6.5		2358		18		17
7.5		2643		32		18
8.5		3005		36		23
9.5		3360		34		28
10.5		3651		34		31
11.5		4018		46		32
12.5		4291		52		37
13.5		4726		59		36
14.5		5087		59		33
15.5		5378		75		44
16.5		5849		71		57
17.5		6011		74		50
18.5		6468		68		53
19.5		6697		84		57
20.5		7179		86		46
21.5		7386		86		55
22.5		7575		113		63
23.5		7759		102		66
24.5		8452		118		79
25.5		8497		113		74
26.5		8845		133		89
27.5		9291		143		108
28.5		9465		135		92
29.5		9913		154		112
30.5		10283		177		101
31.5		10414		195		100
32.5		10728		179		98
33.5		10999		209		122
34.5		11525		209		123
35.5		11421		205		130
36.5		11770		215		147
37.5		12211		244		166
38.5		12367		251		150
39.5		12658		237		147
40.5		12742		247		165
41.5		13103		243		181
42.5		13160		284		157
43.5		13547		306		166
44.5		13743		345		179
45.5		13945		339		194
46.5		14036		339		213
47.5		14271		363		203
48.5		14578		371		201
49.5		14810		388		196
50.5		14940		386		228
51.5		15110		439		212
52.5		15509		475		233
53.5		15582		453		237
54.5		15721		500		256
55.5		15869		469		277
56.5		15987		509		252
57.5		16314		525		321
58.5		16281		535		288
59.5		16455		552		284
60.5		16591		580		327
61.5		16872		594		327
62.5		16856		588		309
63.5		16946		647		350
64.5		16904		650		354
65.5		16945		661		321
66.5		17296		675		356
67.5		17388		727		384
68.5		17523		684		361
69.5		17643		708		396
70.5		17693		741		380
71.5		17774		747		419
72.5		17720		738		388
73.5		17701		794		415
74.5		18293		831		392
75.5		18108		787		426
76.5		17996		790		476
77.5		17894		826		467
78.5		18061		827		444
79.5		18075		771		435
80.5		18111		847		448
81.5		18226		874		411
82.5		18273		851		469
83.5		18259		847		467
84.5		18009		870		465
85.5		18098		915		520
86.5		18330		879		531
87.5		18070		879		516
88.5		18450		849		541
89.5		17408		878		553
