Abs(theta)	Type0		Type1		Type23
0.5		192		3		2
1.5		473		7		3
2.5		849		10		9
3.5		1266		11		8
4.5		1614		9		10
5.5		1923		14		13
6.5		2267		24		17
7.5		2661		46		19
8.5		2960		39		30
9.5		3359		32		32
10.5		3720		42		26
11.5		3979		42		28
12.5		4532		46		32
13.5		4733		51		32
14.5		5101		53		29
15.5		5389		55		38
16.5		5749		66		32
17.5		6095		76		61
18.5		6364		77		50
19.5		6748		70		55
20.5		7000		85		56
21.5		7348		86		69
22.5		7640		85		62
23.5		8019		96		66
24.5		8181		98		71
25.5		8760		143		65
26.5		8806		104		70
27.5		9362		139		78
28.5		9597		173		117
29.5		9750		154		95
30.5		10031		158		100
31.5		10375		170		100
32.5		10596		188		107
33.5		11066		204		109
34.5		11291		198		98
35.5		11659		188		125
36.5		11843		209		161
37.5		12043		232		150
38.5		12359		269		155
39.5		12533		235		155
40.5		12917		254		163
41.5		13056		283		162
42.5		13177		284		156
43.5		13576		290		179
44.5		13657		305		203
45.5		13842		319		180
46.5		14221		362		190
47.5		14294		376		185
48.5		14409		387		229
49.5		14781		409		204
50.5		14847		388		222
51.5		15136		433		248
52.5		15404		460		251
53.5		15668		442		283
54.5		15584		453		259
55.5		16134		506		281
56.5		15849		504		282
57.5		16100		538		275
58.5		16206		552		286
59.5		16574		564		306
60.5		16489		511		306
61.5		16803		612		303
62.5		17163		587		369
63.5		17060		577		353
64.5		17165		623		310
65.5		16973		622		318
66.5		17154		665		368
67.5		17359		682		398
68.5		17857		679		384
69.5		17529		674		401
70.5		17712		757		359
71.5		17644		753		405
72.5		17927		736		374
73.5		17854		796		401
74.5		18047		808		399
75.5		17846		798		412
76.5		17905		756		397
77.5		18158		838		451
78.5		17981		841		446
79.5		17982		826		439
80.5		18347		854		465
81.5		18120		828		452
82.5		18120		888		475
83.5		18136		842		484
84.5		18117		870		446
85.5		18132		876		525
86.5		18159		853		476
87.5		18488		883		539
88.5		18173		862		541
89.5		17707		808		539
