Abs(theta)	Type0		Type1		Type23
0.5		240		3		3
1.5		761		4		7
2.5		1213		8		11
3.5		1749		18		14
4.5		2220		19		11
5.5		2725		24		26
6.5		3205		24		27
7.5		3723		35		22
8.5		4199		51		35
9.5		4701		35		31
10.5		5148		51		47
11.5		5663		54		37
12.5		6149		72		46
13.5		6655		65		52
14.5		7107		79		50
15.5		7576		85		55
16.5		8058		97		57
17.5		8483		84		94
18.5		8976		108		66
19.5		9441		113		69
20.5		9902		107		85
21.5		10351		119		87
22.5		10778		159		77
23.5		11302		133		100
24.5		11660		147		104
25.5		12059		175		111
26.5		12498		167		126
27.5		13019		201		122
28.5		13434		195		118
29.5		13851		210		125
30.5		14263		211		129
31.5		14664		202		157
32.5		14983		244		184
33.5		15350		235		163
34.5		15784		276		175
35.5		16214		295		187
36.5		16462		326		178
37.5		16905		331		207
38.5		17288		325		185
39.5		17661		341		220
40.5		17917		374		238
41.5		18388		385		212
42.5		18677		364		251
43.5		18985		420		255
44.5		19331		422		274
45.5		19666		415		274
46.5		19883		470		277
47.5		20194		481		303
48.5		20394		566		303
49.5		20678		539		315
50.5		21000		532		341
51.5		21202		625		373
52.5		21529		586		369
53.5		21705		635		374
54.5		22070		615		347
55.5		22233		671		385
56.5		22378		716		362
57.5		22675		698		377
58.5		22754		786		416
59.5		23096		718		435
60.5		23242		783		444
61.5		23429		796		447
62.5		23522		816		499
63.5		23877		791		493
64.5		23884		902		499
65.5		24072		904		528
66.5		24208		906		520
67.5		24379		884		495
68.5		24515		926		558
69.5		24651		994		562
70.5		24692		998		557
71.5		24711		1045		583
72.5		24878		1025		562
73.5		24965		1049		586
74.5		25070		1080		649
75.5		25197		1079		621
76.5		25226		1042		638
77.5		25214		1117		638
78.5		25310		1169		636
79.5		25370		1120		647
80.5		25353		1124		668
81.5		25508		1115		685
82.5		25386		1145		705
83.5		25599		1123		717
84.5		25385		1137		740
85.5		25434		1139		737
86.5		25541		1126		724
87.5		25386		1166		775
88.5		25599		1168		763
89.5		24434		1116		775
