Abs(theta)	Type0		Type1		Type23
0.5		249		1		1
1.5		751		10		8
2.5		1246		15		11
3.5		1720		9		13
4.5		2228		20		16
5.5		2726		29		20
6.5		3228		36		31
7.5		3726		44		24
8.5		4198		51		38
9.5		4665		45		40
10.5		5191		45		35
11.5		5655		75		41
12.5		6139		65		50
13.5		6585		84		53
14.5		7074		82		71
15.5		7568		88		67
16.5		8013		101		64
17.5		8514		95		67
18.5		8930		122		85
19.5		9407		107		81
20.5		9863		127		89
21.5		10294		145		115
22.5		10849		130		88
23.5		11224		161		105
24.5		11702		140		115
25.5		12131		168		113
26.5		12572		172		85
27.5		13006		175		117
28.5		13359		212		129
29.5		13847		198		154
30.5		14292		225		143
31.5		14593		222		157
32.5		15072		229		161
33.5		15472		247		179
34.5		15762		260		143
35.5		16187		288		196
36.5		16510		291		211
37.5		16892		311		211
38.5		17208		330		236
39.5		17594		341		218
40.5		17927		373		221
41.5		18234		386		250
42.5		18762		366		233
43.5		18972		403		234
44.5		19190		445		268
45.5		19682		400		303
46.5		19925		459		285
47.5		20115		512		290
48.5		20421		519		326
49.5		20678		526		339
50.5		20979		584		330
51.5		21244		605		312
52.5		21541		594		319
53.5		21726		623		365
54.5		22050		648		368
55.5		22269		653		361
56.5		22407		701		408
57.5		22625		709		431
58.5		22812		703		428
59.5		23051		746		472
60.5		23200		710		433
61.5		23409		802		447
62.5		23593		783		511
63.5		23734		864		508
64.5		23895		846		507
65.5		24030		845		481
66.5		24177		880		556
67.5		24278		896		556
68.5		24446		953		534
69.5		24554		949		597
70.5		24579		1045		626
71.5		24732		989		548
72.5		24843		982		589
73.5		24884		1078		586
74.5		25030		1074		619
75.5		25157		1027		634
76.5		25156		1127		650
77.5		25328		1061		572
78.5		25269		1105		658
79.5		25315		1105		673
80.5		25506		1102		644
81.5		25362		1167		688
82.5		25520		1181		649
83.5		25564		1131		710
84.5		25467		1146		741
85.5		25596		1189		735
86.5		25555		1162		721
87.5		24977		1128		707
88.5		24890		1129		759
89.5		25279		1142		737
