Abs(theta)	Type0		Type1		Type23
0.5		255		0		3
1.5		736		10		5
2.5		1230		15		13
3.5		1724		11		10
4.5		2234		20		13
5.5		2721		26		31
6.5		3225		34		29
7.5		3684		44		22
8.5		4199		43		29
9.5		4710		32		40
10.5		5195		48		42
11.5		5673		57		51
12.5		6131		64		61
13.5		6631		77		44
14.5		7120		63		67
15.5		7595		81		67
16.5		8034		93		74
17.5		8498		92		83
18.5		8996		90		69
19.5		9458		102		76
20.5		9940		103		89
21.5		10350		124		92
22.5		10815		128		91
23.5		11238		133		107
24.5		11714		166		109
25.5		12160		157		125
26.5		12549		183		111
27.5		12993		182		130
28.5		13382		203		123
29.5		13785		219		144
30.5		14228		207		149
31.5		14663		241		168
32.5		15060		221		173
33.5		15436		267		174
34.5		15841		274		187
35.5		16163		269		182
36.5		16495		312		194
37.5		16892		310		218
38.5		17316		304		216
39.5		17671		349		228
40.5		17941		380		199
41.5		18255		390		264
42.5		18666		396		231
43.5		19042		394		266
44.5		19319		412		285
45.5		19636		444		252
46.5		19878		462		276
47.5		20200		471		325
48.5		20458		495		329
49.5		20666		522		347
50.5		20933		555		353
51.5		21308		520		362
52.5		21495		627		351
53.5		21655		641		395
54.5		22035		631		404
55.5		22166		627		413
56.5		22435		701		424
57.5		22571		760		426
58.5		22859		734		435
59.5		23076		749		439
60.5		23287		786		456
61.5		23464		791		433
62.5		23505		858		463
63.5		23771		879		456
64.5		23921		835		530
65.5		24026		890		543
66.5		24228		859		547
67.5		24352		937		568
68.5		24505		942		549
69.5		24542		976		541
70.5		24703		945		564
71.5		24673		1040		579
72.5		24810		1046		599
73.5		24876		1028		609
74.5		25037		1073		624
75.5		25089		1140		613
76.5		25223		1064		670
77.5		25232		1094		623
78.5		25393		1136		585
79.5		25397		1095		684
80.5		25385		1181		704
81.5		25369		1191		658
82.5		25369		1190		657
83.5		25613		1152		652
84.5		25541		1127		701
85.5		25510		1138		728
86.5		25481		1154		788
87.5		25377		1214		782
88.5		25466		1221		739
89.5		24642		1168		730
