Abs(theta)	Type0		Type1		Type23
0.5		249		2		1
1.5		741		15		7
2.5		1246		8		10
3.5		1736		26		9
4.5		2237		21		19
5.5		2750		27		15
6.5		3200		34		27
7.5		3729		31		33
8.5		4190		40		32
9.5		4677		48		35
10.5		5170		53		50
11.5		5652		66		56
12.5		6173		63		43
13.5		6620		66		42
14.5		7139		71		55
15.5		7593		77		57
16.5		8071		74		64
17.5		8475		89		75
18.5		9002		100		72
19.5		9451		114		80
20.5		9927		116		74
21.5		10326		130		108
22.5		10806		139		90
23.5		11212		163		95
24.5		11597		182		104
25.5		12134		160		101
26.5		12564		181		112
27.5		12978		194		145
28.5		13379		197		123
29.5		13817		186		144
30.5		14201		222		145
31.5		14612		229		140
32.5		15032		242		168
33.5		15423		269		200
34.5		15797		260		194
35.5		16167		278		195
36.5		16652		280		181
37.5		16894		310		207
38.5		17301		321		201
39.5		17622		345		243
40.5		17941		329		255
41.5		18337		366		257
42.5		18700		377		252
43.5		19005		419		261
44.5		19291		436		279
45.5		19656		441		262
46.5		19856		535		272
47.5		20212		482		312
48.5		20569		492		283
49.5		20791		513		302
50.5		20975		562		314
51.5		21322		553		335
52.5		21583		602		359
53.5		21736		627		374
54.5		21995		642		353
55.5		22204		636		415
56.5		22484		679		397
57.5		22497		743		405
58.5		22914		743		442
59.5		23050		749		437
60.5		23238		748		436
61.5		23343		838		497
62.5		23663		806		457
63.5		23805		803		482
64.5		23931		848		516
65.5		24102		884		497
66.5		24239		924		512
67.5		24317		929		515
68.5		24555		877		530
69.5		24536		988		568
70.5		24642		990		553
71.5		24887		952		583
72.5		24969		983		603
73.5		24975		1062		607
74.5		25040		1113		610
75.5		25122		1093		608
76.5		25242		1116		630
77.5		25348		1093		637
78.5		25320		1117		615
79.5		25414		1103		657
80.5		25448		1114		702
81.5		25543		1125		690
82.5		25375		1192		639
83.5		25483		1170		682
84.5		25534		1187		701
85.5		25503		1185		717
86.5		25584		1151		737
87.5		25452		1186		738
88.5		25257		1185		799
89.5		24886		1097		732
