Abs(theta)	Type0		Type1		Type23
0.5		256		3		3
1.5		743		9		4
2.5		1248		15		8
3.5		1746		14		19
4.5		2230		29		17
5.5		2737		18		17
6.5		3226		32		18
7.5		3728		38		23
8.5		4189		52		35
9.5		4692		51		42
10.5		5193		44		46
11.5		5658		58		48
12.5		6173		61		45
13.5		6611		85		49
14.5		7072		70		71
15.5		7594		91		78
16.5		8042		91		61
17.5		8514		91		75
18.5		9000		95		86
19.5		9465		98		84
20.5		9881		113		72
21.5		10380		107		99
22.5		10791		135		92
23.5		11241		152		127
24.5		11603		176		111
25.5		12065		156		134
26.5		12567		171		123
27.5		12960		179		120
28.5		13426		190		152
29.5		13844		203		141
30.5		14279		190		147
31.5		14702		230		163
32.5		14999		242		146
33.5		15435		253		174
34.5		15858		267		188
35.5		16221		286		194
36.5		16528		307		211
37.5		16888		320		241
38.5		17339		337		218
39.5		17674		352		227
40.5		17975		350		254
41.5		18311		354		247
42.5		18711		375		227
43.5		18904		429		265
44.5		19225		435		250
45.5		19628		431		285
46.5		19868		488		314
47.5		20218		520		293
48.5		20533		508		319
49.5		20780		552		308
50.5		20961		560		316
51.5		21325		558		343
52.5		21506		589		368
53.5		21778		627		351
54.5		21900		699		380
55.5		22182		702		386
56.5		22513		668		401
57.5		22651		717		440
58.5		22927		737		432
59.5		23091		708		456
60.5		23227		767		471
61.5		23470		770		440
62.5		23618		829		507
63.5		23770		848		441
64.5		23758		920		467
65.5		24106		860		519
66.5		24223		914		517
67.5		24301		934		534
68.5		24475		944		538
69.5		24584		962		604
70.5		24749		985		569
71.5		24748		1026		578
72.5		24877		1035		602
73.5		25041		1012		583
74.5		25124		1060		689
75.5		25124		1046		615
76.5		25192		1091		622
77.5		25400		1046		629
78.5		25416		1105		633
79.5		25463		1075		687
80.5		25489		1077		681
81.5		25444		1156		659
82.5		25525		1133		687
83.5		25565		1163		720
84.5		25455		1168		728
85.5		25469		1191		721
86.5		25417		1158		743
87.5		25727		1130		724
88.5		25564		1194		806
89.5		24675		1060		742
