Abs(theta)	Type0		Type1		Type23
0.5		252		3		2
1.5		743		3		4
2.5		1228		12		11
3.5		1721		18		8
4.5		2205		18		15
5.5		2706		31		16
6.5		3188		34		30
7.5		3669		41		30
8.5		4154		39		31
9.5		4657		55		43
10.5		5101		50		46
11.5		5577		66		51
12.5		6069		66		48
13.5		6570		81		36
14.5		7045		58		61
15.5		7468		89		81
16.5		7944		85		78
17.5		8377		108		84
18.5		8861		118		90
19.5		9322		102		86
20.5		9738		135		89
21.5		10218		124		80
22.5		10677		119		107
23.5		11135		137		96
24.5		11591		149		115
25.5		11985		159		105
26.5		12425		162		137
27.5		12765		188		140
28.5		13227		179		126
29.5		13633		213		135
30.5		14027		200		158
31.5		14447		205		149
32.5		14913		263		164
33.5		15258		234		176
34.5		15613		236		171
35.5		16046		271		173
36.5		16392		291		197
37.5		16735		283		217
38.5		17065		307		229
39.5		17433		349		213
40.5		17847		346		206
41.5		18034		391		225
42.5		18392		364		270
43.5		18720		394		275
44.5		19034		441		279
45.5		19455		420		271
46.5		19670		471		263
47.5		19950		493		279
48.5		20165		523		347
49.5		20473		535		313
50.5		20833		568		329
51.5		21028		511		354
52.5		21361		564		363
53.5		21439		625		351
54.5		21731		626		393
55.5		21977		653		391
56.5		22181		688		399
57.5		22438		685		427
58.5		22670		694		410
59.5		22718		733		399
60.5		22907		765		438
61.5		23138		793		462
62.5		23324		812		490
63.5		23420		792		510
64.5		23549		854		500
65.5		23755		866		472
66.5		23964		886		551
67.5		24021		945		506
68.5		24212		916		524
69.5		24302		963		493
70.5		24278		1016		574
71.5		24513		963		541
72.5		24623		1017		572
73.5		24640		1071		614
74.5		24887		1030		598
75.5		24905		1023		604
76.5		25060		1013		609
77.5		24938		1117		648
78.5		24994		1125		667
79.5		25189		1060		637
80.5		25091		1127		674
81.5		25120		1173		674
82.5		25137		1100		766
83.5		25280		1166		666
84.5		25122		1118		700
85.5		25271		1120		726
86.5		25303		1116		766
87.5		25009		1150		737
88.5		25263		1186		785
89.5		24290		1070		807
