Abs(theta)	Type0		Type1		Type23
0.5		514		3		7
1.5		1491		10		12
2.5		2517		23		18
3.5		3520		34		29
4.5		4472		60		35
5.5		5497		65		38
6.5		6505		69		51
7.5		7468		73		58
8.5		8458		89		64
9.5		9438		101		83
10.5		10466		111		79
11.5		11380		135		119
12.5		12406		122		90
13.5		13366		147		118
14.5		14374		177		110
15.5		15295		183		119
16.5		16215		193		150
17.5		17224		210		138
18.5		18105		217		161
19.5		19086		239		177
20.5		20001		253		170
21.5		20950		268		177
22.5		21788		294		189
23.5		22692		297		209
24.5		23644		323		216
25.5		24459		346		224
26.5		25413		345		231
27.5		26212		371		265
28.5		27035		429		268
29.5		27885		439		282
30.5		28719		489		289
31.5		29515		487		285
32.5		30282		536		318
33.5		31100		544		287
34.5		31991		548		336
35.5		32704		602		364
36.5		33400		647		431
37.5		34081		665		402
38.5		34966		664		420
39.5		35641		725		415
40.5		36201		780		464
41.5		36912		845		467
42.5		37610		863		436
43.5		38346		868		500
44.5		38967		887		491
45.5		39522		913		516
46.5		40187		979		545
47.5		40796		1017		581
48.5		41443		1059		543
49.5		41932		1110		624
50.5		42461		1135		649
51.5		42956		1198		611
52.5		43408		1239		678
53.5		43853		1294		682
54.5		44419		1328		691
55.5		44820		1474		760
56.5		45266		1475		747
57.5		45813		1475		804
58.5		46217		1481		838
59.5		46505		1607		880
60.5		46935		1608		889
61.5		47319		1680		892
62.5		47616		1707		924
63.5		47930		1759		953
64.5		48315		1826		949
65.5		48698		1847		944
66.5		48843		1955		1031
67.5		49207		1972		1054
68.5		49498		1995		1062
69.5		49578		2025		1088
70.5		49951		2025		1066
71.5		50098		2094		1104
72.5		50324		2116		1131
73.5		50341		2211		1111
74.5		50700		2157		1146
75.5		50910		2179		1209
76.5		50909		2314		1135
77.5		50939		2334		1184
78.5		51277		2295		1264
79.5		51250		2378		1236
80.5		51352		2399		1260
81.5		51506		2387		1301
82.5		51488		2304		1340
83.5		51373		2331		1374
84.5		51402		2376		1351
85.5		51366		2500		1379
86.5		51400		2381		1418
87.5		50490		2327		1454
88.5		49251		2334		1460
89.5		47162		2247		1376
