Abs(theta)	Type0		Type1		Type23
0.5		247		1		3
1.5		743		10		5
2.5		1243		10		6
3.5		1735		16		14
4.5		2225		26		13
5.5		2738		20		21
6.5		3211		36		27
7.5		3712		38		19
8.5		4219		41		32
9.5		4694		50		43
10.5		5158		49		36
11.5		5684		51		38
12.5		6161		75		41
13.5		6627		75		60
14.5		7125		77		47
15.5		7590		82		75
16.5		8028		86		61
17.5		8518		101		71
18.5		8932		121		84
19.5		9435		123		97
20.5		9934		109		77
21.5		10321		133		91
22.5		10804		110		90
23.5		11223		144		113
24.5		11636		155		123
25.5		12143		176		127
26.5		12572		175		129
27.5		12976		180		129
28.5		13353		193		145
29.5		13754		208		145
30.5		14202		218		151
31.5		14626		218		163
32.5		15048		215		167
33.5		15438		245		155
34.5		15782		252		199
35.5		16135		297		196
36.5		16516		302		196
37.5		16861		310		205
38.5		17356		283		204
39.5		17651		334		207
40.5		18014		367		228
41.5		18364		360		216
42.5		18545		426		250
43.5		19006		409		247
44.5		19203		466		243
45.5		19624		433		260
46.5		19926		481		277
47.5		20169		512		318
48.5		20511		498		297
49.5		20766		498		319
50.5		20917		569		325
51.5		21231		585		350
52.5		21522		588		384
53.5		21769		614		334
54.5		21955		629		400
55.5		22223		641		392
56.5		22365		694		374
57.5		22585		706		412
58.5		22844		761		425
59.5		22960		783		418
60.5		23191		751		487
61.5		23334		786		472
62.5		23544		827		516
63.5		23660		842		525
64.5		23933		835		487
65.5		23995		885		497
66.5		24267		904		512
67.5		24291		962		512
68.5		24553		899		524
69.5		24626		990		537
70.5		24610		985		556
71.5		24782		957		572
72.5		24898		974		560
73.5		24961		1054		594
74.5		25000		1068		621
75.5		25079		1068		665
76.5		25177		1103		629
77.5		25155		1125		582
78.5		25384		1106		604
79.5		25350		1129		680
80.5		25297		1142		699
81.5		25515		1129		644
82.5		25438		1163		645
83.5		25484		1186		692
84.5		25518		1122		731
85.5		25690		1195		755
86.5		25340		1190		754
87.5		24820		1164		737
88.5		25022		1201		791
89.5		24726		1137		707
