Abs(theta)	Type0		Type1		Type23
0.5		247		2		1
1.5		734		10		3
2.5		1236		11		8
3.5		1702		12		11
4.5		2208		25		21
5.5		2697		17		15
6.5		3162		34		25
7.5		3659		43		33
8.5		4146		57		19
9.5		4643		35		32
10.5		5149		52		49
11.5		5624		48		53
12.5		6020		65		44
13.5		6546		72		56
14.5		7008		81		59
15.5		7442		92		60
16.5		7911		84		74
17.5		8369		109		68
18.5		8838		95		77
19.5		9365		111		71
20.5		9748		114		90
21.5		10231		139		87
22.5		10629		139		116
23.5		11115		140		105
24.5		11533		150		118
25.5		11972		166		121
26.5		12396		169		133
27.5		12813		197		142
28.5		13196		194		137
29.5		13599		205		127
30.5		14077		219		134
31.5		14403		236		130
32.5		14857		242		153
33.5		15106		281		188
34.5		15599		238		182
35.5		16031		270		209
36.5		16317		291		219
37.5		16702		286		209
38.5		17054		354		217
39.5		17466		309		189
40.5		17799		330		235
41.5		18049		392		266
42.5		18466		362		242
43.5		18691		434		257
44.5		19059		443		255
45.5		19281		470		268
46.5		19634		468		307
47.5		20024		475		280
48.5		20154		525		315
49.5		20416		527		302
50.5		20687		547		335
51.5		20942		535		375
52.5		21224		581		358
53.5		21536		600		332
54.5		21666		638		365
55.5		21993		643		381
56.5		22187		662		388
57.5		22362		690		434
58.5		22654		661		402
59.5		22782		731		442
60.5		22982		750		447
61.5		23095		814		454
62.5		23283		793		482
63.5		23320		861		469
64.5		23673		842		475
65.5		23626		836		500
66.5		23885		925		498
67.5		23936		943		506
68.5		24159		932		555
69.5		24187		945		563
70.5		24362		993		607
71.5		24329		1010		591
72.5		24532		980		590
73.5		24722		954		612
74.5		24738		1013		577
75.5		24860		1035		613
76.5		24913		1040		646
77.5		24849		1099		632
78.5		25047		1043		639
79.5		25099		1082		655
80.5		24991		1104		678
81.5		25151		1097		666
82.5		25189		1147		702
83.5		25255		1154		717
84.5		25227		1130		726
85.5		25355		1201		664
86.5		25329		1157		682
87.5		24592		1162		718
88.5		24692		1109		676
89.5		24641		1129		748
