Abs(theta)	Type0		Type1		Type23
0.5		497		6		4
1.5		1489		19		8
2.5		2466		22		24
3.5		3504		22		36
4.5		4491		47		34
5.5		5482		62		45
6.5		6434		80		44
7.5		7444		87		53
8.5		8416		92		51
9.5		9383		117		73
10.5		10340		112		79
11.5		11353		129		88
12.5		12358		133		81
13.5		13316		126		86
14.5		14216		158		110
15.5		15195		157		129
16.5		16116		201		126
17.5		17017		213		131
18.5		18024		212		145
19.5		18927		223		165
20.5		19841		248		163
21.5		20680		284		190
22.5		21663		287		185
23.5		22567		295		193
24.5		23463		310		220
25.5		24378		331		229
26.5		25283		347		232
27.5		26069		374		214
28.5		26900		373		246
29.5		27728		404		290
30.5		28549		427		282
31.5		29326		474		290
32.5		30195		481		338
33.5		30934		531		341
34.5		31749		546		368
35.5		32441		593		393
36.5		33155		590		403
37.5		33932		645		396
38.5		34634		695		435
39.5		35310		716		436
40.5		36061		776		400
41.5		36729		752		446
42.5		37342		838		449
43.5		38099		848		506
44.5		38695		875		541
45.5		39224		954		558
46.5		39750		1051		537
47.5		40425		987		562
48.5		41166		1015		562
49.5		41659		1149		616
50.5		42188		1184		578
51.5		42599		1214		686
52.5		43132		1254		715
53.5		43575		1338		736
54.5		44166		1345		700
55.5		44668		1339		731
56.5		45096		1422		745
57.5		45388		1414		785
58.5		45741		1597		795
59.5		46375		1521		798
60.5		46695		1565		843
61.5		46937		1673		847
62.5		47318		1703		892
63.5		47552		1769		928
64.5		48033		1777		905
65.5		48262		1851		958
66.5		48640		1863		983
67.5		48900		1905		1070
68.5		49275		1918		998
69.5		49357		2034		1101
70.5		49538		2024		1078
71.5		49719		2021		1135
72.5		49821		2175		1099
73.5		50166		2182		1171
74.5		50380		2143		1116
75.5		50500		2132		1224
76.5		50474		2264		1244
77.5		50665		2270		1190
78.5		50766		2273		1237
79.5		50860		2387		1224
80.5		50999		2353		1247
81.5		51090		2376		1342
82.5		50951		2357		1318
83.5		51067		2404		1295
84.5		51002		2427		1389
85.5		50802		2419		1428
86.5		51047		2462		1391
87.5		49857		2443		1449
88.5		49060		2328		1432
89.5		46717		2173		1341
