Abs(theta)	Type0		Type1		Type23
0.5		497		6		2
1.5		1495		20		16
2.5		2515		22		18
3.5		3494		28		28
4.5		4468		44		26
5.5		5477		59		43
6.5		6473		74		55
7.5		7483		80		64
8.5		8462		81		62
9.5		9440		106		70
10.5		10443		103		85
11.5		11425		121		67
12.5		12360		143		105
13.5		13309		129		105
14.5		14231		166		108
15.5		15214		183		129
16.5		16195		188		114
17.5		17186		186		110
18.5		18181		191		155
19.5		18959		258		167
20.5		19906		257		175
21.5		20831		264		168
22.5		21675		290		195
23.5		22642		305		220
24.5		23547		302		190
25.5		24341		330		223
26.5		25246		402		248
27.5		26141		367		251
28.5		26920		374		271
29.5		27902		416		267
30.5		28613		449		283
31.5		29396		477		304
32.5		30249		538		316
33.5		31068		501		341
34.5		31827		543		375
35.5		32598		567		361
36.5		33287		619		380
37.5		34064		601		409
38.5		34804		683		414
39.5		35428		712		417
40.5		36154		802		437
41.5		36865		803		431
42.5		37594		834		471
43.5		38170		880		489
44.5		38824		890		554
45.5		39509		902		542
46.5		39969		984		576
47.5		40567		1062		572
48.5		41086		1108		599
49.5		41648		1089		579
50.5		42134		1190		621
51.5		42816		1152		644
52.5		43228		1306		671
53.5		43938		1238		654
54.5		44252		1294		764
55.5		44763		1363		764
56.5		45195		1428		778
57.5		45556		1508		828
58.5		45970		1519		817
59.5		46447		1521		868
60.5		46840		1572		856
61.5		47268		1616		840
62.5		47338		1755		866
63.5		47789		1740		942
64.5		48089		1749		1005
65.5		48405		1771		980
66.5		48652		1901		1038
67.5		48855		2034		1054
68.5		49242		2026		1066
69.5		49385		2027		1098
70.5		49697		2102		1105
71.5		49923		2086		1099
72.5		50109		2091		1143
73.5		50407		2156		1103
74.5		50396		2188		1205
75.5		50422		2321		1239
76.5		50768		2212		1249
77.5		50823		2338		1213
78.5		50949		2422		1249
79.5		50954		2360		1251
80.5		51147		2415		1272
81.5		50993		2460		1355
82.5		51362		2433		1291
83.5		51090		2453		1318
84.5		51252		2404		1388
85.5		51374		2431		1429
86.5		51330		2418		1438
87.5		51309		2442		1486
88.5		51073		2454		1445
89.5		49395		2322		1477
