Abs(theta)	Type0		Type1		Type23
0.5		244		0		2
1.5		742		3		3
2.5		1211		12		11
3.5		1711		11		12
4.5		2198		30		16
5.5		2685		22		21
6.5		3160		38		27
7.5		3650		38		32
8.5		4135		44		31
9.5		4567		47		38
10.5		5115		55		46
11.5		5522		64		42
12.5		6035		64		35
13.5		6514		77		44
14.5		6995		95		54
15.5		7445		82		60
16.5		7902		86		66
17.5		8374		94		67
18.5		8805		110		80
19.5		9252		135		89
20.5		9693		118		83
21.5		10156		104		97
22.5		10614		133		102
23.5		11036		130		102
24.5		11490		143		115
25.5		11911		163		100
26.5		12360		166		125
27.5		12784		178		116
28.5		13160		173		128
29.5		13538		203		147
30.5		13919		220		153
31.5		14321		229		156
32.5		14711		248		171
33.5		15086		230		164
34.5		15529		262		175
35.5		15902		257		181
36.5		16303		321		177
37.5		16590		301		201
38.5		16981		307		165
39.5		17264		324		229
40.5		17645		327		210
41.5		17938		350		258
42.5		18297		365		213
43.5		18596		404		249
44.5		18930		428		262
45.5		19174		430		269
46.5		19533		454		308
47.5		19740		499		279
48.5		20049		510		308
49.5		20306		514		311
50.5		20691		564		314
51.5		20868		601		339
52.5		21206		585		335
53.5		21331		573		342
54.5		21601		635		334
55.5		21728		659		401
56.5		21999		721		411
57.5		22222		659		386
58.5		22431		701		412
59.5		22500		759		425
60.5		22709		785		476
61.5		22896		793		483
62.5		23140		834		433
63.5		23277		835		489
64.5		23407		861		541
65.5		23586		887		526
66.5		23586		952		489
67.5		23884		884		522
68.5		24021		923		515
69.5		24172		947		545
70.5		24277		950		527
71.5		24325		963		576
72.5		24359		999		603
73.5		24544		982		578
74.5		24665		1020		563
75.5		24571		1101		619
76.5		24722		996		624
77.5		24725		1148		632
78.5		24919		1026		617
79.5		24889		1115		641
80.5		24943		1089		663
81.5		24938		1089		645
82.5		25084		1117		663
83.5		24956		1103		702
84.5		24975		1153		679
85.5		25056		1157		698
86.5		25006		1167		761
87.5		24511		1080		740
88.5		24282		1111		737
89.5		24462		1090		685
