Abs(theta)	Type0		Type1		Type23
0.5		250		0		1
1.5		711		9		5
2.5		1224		20		10
3.5		1713		15		9
4.5		2215		26		16
5.5		2694		28		33
6.5		3186		26		24
7.5		3670		30		30
8.5		4154		47		37
9.5		4618		47		43
10.5		5129		53		32
11.5		5615		56		37
12.5		6106		62		49
13.5		6581		74		38
14.5		7063		70		56
15.5		7476		71		79
16.5		7955		85		57
17.5		8468		103		63
18.5		8914		112		69
19.5		9381		103		78
20.5		9789		127		89
21.5		10228		158		98
22.5		10673		149		97
23.5		11120		133		90
24.5		11610		144		104
25.5		11991		157		106
26.5		12469		152		126
27.5		12847		199		113
28.5		13267		199		147
29.5		13677		217		146
30.5		14093		221		148
31.5		14438		244		179
32.5		14909		220		156
33.5		15174		267		160
34.5		15631		278		191
35.5		16022		271		189
36.5		16368		334		198
37.5		16751		297		227
38.5		17137		316		229
39.5		17438		362		228
40.5		17797		350		199
41.5		18117		350		260
42.5		18428		378		248
43.5		18716		421		297
44.5		19087		423		272
45.5		19350		491		268
46.5		19655		489		275
47.5		19896		507		306
48.5		20230		481		297
49.5		20565		536		300
50.5		20735		550		319
51.5		21088		547		347
52.5		21282		610		363
53.5		21490		615		384
54.5		21858		598		345
55.5		21993		610		367
56.5		22247		657		395
57.5		22473		680		416
58.5		22597		768		439
59.5		22935		672		448
60.5		23049		764		451
61.5		23101		844		458
62.5		23342		829		436
63.5		23484		829		515
64.5		23724		837		512
65.5		23776		865		542
66.5		23970		882		541
67.5		24108		887		538
68.5		24149		988		532
69.5		24320		973		585
70.5		24414		987		568
71.5		24608		963		560
72.5		24678		974		598
73.5		24748		1011		544
74.5		24739		1073		621
75.5		24923		1049		584
76.5		25124		1059		636
77.5		25032		1077		620
78.5		25149		1049		686
79.5		25046		1153		662
80.5		25130		1101		648
81.5		25213		1122		678
82.5		25162		1104		658
83.5		25239		1145		669
84.5		25226		1166		717
85.5		25247		1194		753
86.5		25127		1097		796
87.5		25068		1209		791
88.5		25033		1211		765
89.5		24330		1140		688
