Abs(theta)	Type0		Type1		Type23
0.5		505		2		2
1.5		1512		19		11
2.5		2463		28		22
3.5		3519		34		23
4.5		4523		43		30
5.5		5490		58		45
6.5		6507		65		39
7.5		7517		93		52
8.5		8522		88		57
9.5		9513		96		61
10.5		10432		117		78
11.5		11410		123		84
12.5		12436		150		108
13.5		13421		141		101
14.5		14398		161		96
15.5		15286		196		120
16.5		16263		175		137
17.5		17242		203		143
18.5		18131		243		136
19.5		19042		261		155
20.5		20009		277		160
21.5		20892		295		201
22.5		21814		298		196
23.5		22720		308		201
24.5		23632		309		218
25.5		24452		368		242
26.5		25278		374		229
27.5		26170		383		278
28.5		27134		390		251
29.5		27858		444		294
30.5		28765		454		301
31.5		29492		523		295
32.5		30489		494		333
33.5		31211		555		309
34.5		31922		575		373
35.5		32688		603		352
36.5		33501		591		373
37.5		34155		638		392
38.5		34965		659		432
39.5		35650		743		428
40.5		36380		755		410
41.5		37008		786		449
42.5		37682		867		481
43.5		38406		828		450
44.5		39033		896		499
45.5		39499		1007		556
46.5		40153		976		568
47.5		40773		1065		601
48.5		41344		1038		629
49.5		42025		1116		609
50.5		42397		1219		632
51.5		43062		1188		652
52.5		43514		1250		721
53.5		43976		1253		680
54.5		44410		1328		770
55.5		44938		1412		747
56.5		45325		1432		794
57.5		45635		1580		830
58.5		46337		1466		803
59.5		46595		1563		798
60.5		46964		1700		877
61.5		47425		1670		870
62.5		47698		1731		858
63.5		48111		1763		873
64.5		48441		1837		925
65.5		48686		1794		966
66.5		48931		1875		1002
67.5		49374		1898		1029
68.5		49379		1999		1073
69.5		49754		1978		1043
70.5		49981		2064		1130
71.5		50134		2182		1128
72.5		50351		2120		1152
73.5		50531		2208		1167
74.5		50824		2210		1199
75.5		50919		2225		1237
76.5		50899		2332		1251
77.5		51045		2356		1208
78.5		51247		2395		1234
79.5		51311		2317		1308
80.5		51445		2385		1249
81.5		51494		2416		1344
82.5		51615		2364		1308
83.5		51724		2325		1348
84.5		51865		2406		1368
85.5		51620		2427		1453
86.5		51722		2449		1358
87.5		51795		2544		1403
88.5		51523		2400		1510
89.5		49695		2363		1477
