Abs(theta)	Type0		Type1		Type23
0.5		500		4		2
1.5		1508		16		16
2.5		2507		26		17
3.5		3542		38		34
4.5		4473		45		27
5.5		5520		41		46
6.5		6517		70		63
7.5		7534		76		46
8.5		8498		101		67
9.5		9517		90		59
10.5		10443		103		80
11.5		11414		132		99
12.5		12411		148		86
13.5		13393		132		104
14.5		14304		162		130
15.5		15339		181		112
16.5		16233		191		148
17.5		17227		214		134
18.5		18165		232		151
19.5		19082		237		162
20.5		19935		271		163
21.5		20922		275		194
22.5		21862		281		195
23.5		22731		314		229
24.5		23617		333		234
25.5		24516		352		257
26.5		25327		366		256
27.5		26266		391		255
28.5		27000		412		275
29.5		27834		486		277
30.5		28744		459		262
31.5		29592		469		314
32.5		30342		518		312
33.5		31120		528		337
34.5		31896		562		332
35.5		32608		587		354
36.5		33412		629		377
37.5		34228		662		410
38.5		34873		684		383
39.5		35671		741		426
40.5		36273		736		445
41.5		36975		797		491
42.5		37719		806		471
43.5		38362		827		508
44.5		39047		911		488
45.5		39625		875		556
46.5		40107		1028		507
47.5		40835		991		607
48.5		41320		1030		604
49.5		42009		1068		595
50.5		42489		1125		699
51.5		42975		1192		685
52.5		43519		1247		665
53.5		43949		1339		704
54.5		44483		1346		781
55.5		44906		1394		738
56.5		45466		1419		752
57.5		45922		1430		833
58.5		46130		1584		845
59.5		46630		1542		847
60.5		46927		1545		926
61.5		47366		1616		857
62.5		47661		1700		926
63.5		47924		1741		918
64.5		48310		1793		963
65.5		48582		1810		980
66.5		48971		1922		1007
67.5		49183		1936		1020
68.5		49358		1949		1036
69.5		49613		2080		1079
70.5		49953		2019		1150
71.5		50362		1999		1136
72.5		50322		2164		1153
73.5		50505		2213		1123
74.5		50541		2189		1177
75.5		50796		2216		1173
76.5		50866		2221		1246
77.5		51137		2312		1209
78.5		51253		2233		1252
79.5		51321		2318		1292
80.5		51217		2417		1321
81.5		51623		2372		1288
82.5		51690		2351		1335
83.5		51672		2403		1372
84.5		51449		2463		1380
85.5		51647		2450		1398
86.5		51747		2510		1419
87.5		50613		2370		1451
88.5		50743		2419		1398
89.5		50458		2410		1427
