Abs(theta)	Type0		Type1		Type23
0.5		498		7		1
1.5		1493		11		13
2.5		2495		29		10
3.5		3506		39		31
4.5		4477		44		32
5.5		5496		73		31
6.5		6491		74		57
7.5		7502		80		54
8.5		8505		87		62
9.5		9459		103		75
10.5		10405		124		83
11.5		11500		105		81
12.5		12434		142		90
13.5		13434		155		101
14.5		14406		163		93
15.5		15320		168		132
16.5		16220		184		118
17.5		17231		216		129
18.5		18122		203		146
19.5		19076		216		179
20.5		19931		272		178
21.5		20945		233		200
22.5		21852		286		191
23.5		22712		304		182
24.5		23637		308		245
25.5		24475		328		220
26.5		25405		363		236
27.5		26141		415		262
28.5		27065		434		250
29.5		27825		460		282
30.5		28740		456		303
31.5		29604		487		283
32.5		30356		518		318
33.5		31220		495		318
34.5		31876		539		326
35.5		32698		628		346
36.5		33446		620		385
37.5		33958		731		383
38.5		34830		697		447
39.5		35517		753		468
40.5		36321		777		447
41.5		37017		781		473
42.5		37760		792		500
43.5		38237		852		523
44.5		38883		921		527
45.5		39548		948		552
46.5		40257		998		583
47.5		40814		1028		561
48.5		41346		1107		608
49.5		42002		1065		610
50.5		42433		1129		639
51.5		43026		1167		633
52.5		43546		1263		645
53.5		43977		1279		697
54.5		44635		1279		735
55.5		44997		1361		722
56.5		45495		1401		787
57.5		45788		1532		741
58.5		46292		1539		805
59.5		46485		1641		836
60.5		47016		1623		819
61.5		47248		1688		950
62.5		47734		1681		925
63.5		48022		1755		894
64.5		48312		1798		946
65.5		48557		1875		954
66.5		48765		1936		975
67.5		49237		1964		1011
68.5		49471		1945		1017
69.5		49679		2062		1066
70.5		49818		2016		1109
71.5		50112		2140		1146
72.5		50254		2119		1197
73.5		50515		2156		1220
74.5		50678		2260		1126
75.5		50682		2240		1163
76.5		50815		2363		1169
77.5		51047		2335		1233
78.5		51467		2262		1155
79.5		51302		2382		1202
80.5		51480		2363		1272
81.5		51514		2362		1286
82.5		51428		2380		1402
83.5		51476		2487		1320
84.5		51494		2352		1329
85.5		51256		2432		1383
86.5		51537		2467		1382
87.5		50560		2443		1411
88.5		49719		2424		1440
89.5		47024		2225		1400
