Abs(theta)	Type0		Type1		Type23
0.5		256		1		0
1.5		745		3		4
2.5		1234		10		6
3.5		1731		23		13
4.5		2241		24		14
5.5		2751		20		22
6.5		3187		35		26
7.5		3705		38		33
8.5		4194		50		41
9.5		4715		35		43
10.5		5160		58		41
11.5		5626		54		60
12.5		6179		60		41
13.5		6614		73		66
14.5		7082		90		70
15.5		7562		90		49
16.5		8061		84		69
17.5		8544		105		65
18.5		8993		102		81
19.5		9455		112		83
20.5		9861		135		92
21.5		10337		119		94
22.5		10790		133		96
23.5		11200		145		112
24.5		11683		174		103
25.5		12141		174		115
26.5		12621		172		115
27.5		12991		187		116
28.5		13411		189		136
29.5		13844		214		128
30.5		14242		206		154
31.5		14610		200		159
32.5		14994		249		153
33.5		15387		269		179
34.5		15838		262		171
35.5		16270		279		181
36.5		16564		297		187
37.5		16997		304		179
38.5		17330		344		217
39.5		17569		347		210
40.5		18005		347		231
41.5		18319		369		241
42.5		18685		375		237
43.5		18970		439		275
44.5		19257		441		288
45.5		19608		467		259
46.5		19945		438		290
47.5		20090		521		303
48.5		20469		502		298
49.5		20765		497		318
50.5		21031		536		354
51.5		21231		619		328
52.5		21540		624		361
53.5		21684		649		383
54.5		22084		628		347
55.5		22272		664		396
56.5		22378		652		442
57.5		22675		669		396
58.5		22827		760		415
59.5		23088		696		442
60.5		23337		710		423
61.5		23373		825		483
62.5		23525		797		475
63.5		23797		842		466
64.5		23851		867		503
65.5		24105		847		484
66.5		24289		867		511
67.5		24304		934		544
68.5		24644		901		524
69.5		24558		954		566
70.5		24627		1041		582
71.5		24798		1062		584
72.5		24843		1008		565
73.5		24904		1050		619
74.5		25068		1042		637
75.5		25208		1039		645
76.5		25280		1087		633
77.5		25327		1106		646
78.5		25372		1149		656
79.5		25500		1110		650
80.5		25372		1132		681
81.5		25533		1146		664
82.5		25450		1085		655
83.5		25419		1140		744
84.5		25575		1170		718
85.5		25761		1103		718
86.5		25743		1162		761
87.5		25404		1150		769
88.5		25493		1205		801
89.5		24593		1102		819
