Abs(theta)	Type0		Type1		Type23
0.5		247		5		3
1.5		747		10		5
2.5		1238		11		9
3.5		1733		23		21
4.5		2265		15		16
5.5		2706		33		24
6.5		3218		35		28
7.5		3711		27		39
8.5		4176		38		35
9.5		4681		54		29
10.5		5216		48		43
11.5		5660		58		36
12.5		6123		61		56
13.5		6609		63		66
14.5		7123		57		63
15.5		7594		91		64
16.5		7995		94		69
17.5		8536		81		70
18.5		8977		103		82
19.5		9429		114		74
20.5		9870		119		93
21.5		10343		114		87
22.5		10812		140		97
23.5		11246		160		102
24.5		11662		155		115
25.5		12164		143		128
26.5		12480		175		119
27.5		12997		188		122
28.5		13381		182		136
29.5		13755		207		135
30.5		14267		234		145
31.5		14672		216		171
32.5		15065		235		153
33.5		15436		239		161
34.5		15803		254		191
35.5		16181		271		153
36.5		16559		303		205
37.5		16878		317		181
38.5		17249		335		198
39.5		17629		340		252
40.5		17995		355		243
41.5		18311		381		237
42.5		18737		385		252
43.5		18914		442		285
44.5		19291		410		251
45.5		19585		442		289
46.5		19890		462		284
47.5		20211		502		309
48.5		20452		520		313
49.5		20663		543		311
50.5		21053		523		329
51.5		21345		546		347
52.5		21524		600		345
53.5		21733		613		368
54.5		22086		599		400
55.5		22259		639		389
56.5		22483		643		386
57.5		22671		708		403
58.5		22814		736		428
59.5		23071		761		448
60.5		23306		723		421
61.5		23447		823		465
62.5		23614		784		475
63.5		23746		838		499
64.5		23953		843		475
65.5		24030		851		543
66.5		24103		922		540
67.5		24388		882		504
68.5		24387		935		563
69.5		24615		922		544
70.5		24695		979		542
71.5		24837		1008		567
72.5		24906		1048		575
73.5		24968		1053		570
74.5		25052		1062		610
75.5		25082		1106		622
76.5		25218		1080		620
77.5		25277		1132		657
78.5		25355		1003		653
79.5		25306		1125		622
80.5		25386		1166		645
81.5		25380		1096		695
82.5		25540		1084		743
83.5		25491		1190		678
84.5		25493		1121		687
85.5		25539		1088		714
86.5		25441		1213		752
87.5		24924		1169		731
88.5		24515		1072		734
89.5		23149		1056		750
