Abs(theta)	Type0		Type1		Type23
0.5		249		5		0
1.5		743		5		7
2.5		1243		8		7
3.5		1740		18		9
4.5		2232		25		14
5.5		2716		24		22
6.5		3210		30		24
7.5		3713		27		33
8.5		4197		46		32
9.5		4707		51		43
10.5		5143		61		47
11.5		5698		47		40
12.5		6126		65		40
13.5		6641		65		65
14.5		7139		76		48
15.5		7580		87		59
16.5		8053		97		72
17.5		8571		94		78
18.5		8990		95		77
19.5		9441		102		89
20.5		9919		116		100
21.5		10370		123		82
22.5		10792		141		107
23.5		11246		147		113
24.5		11687		150		121
25.5		12070		178		134
26.5		12567		195		101
27.5		12990		188		118
28.5		13421		214		138
29.5		13799		213		160
30.5		14156		240		143
31.5		14649		201		143
32.5		15020		267		162
33.5		15470		237		156
34.5		15726		298		180
35.5		16241		282		197
36.5		16494		292		205
37.5		16928		317		207
38.5		17217		313		231
39.5		17654		320		225
40.5		18022		350		256
41.5		18344		347		254
42.5		18688		384		266
43.5		18970		392		256
44.5		19252		427		270
45.5		19577		437		276
46.5		19871		461		285
47.5		20165		470		306
48.5		20468		524		304
49.5		20897		512		317
50.5		21066		564		343
51.5		21197		610		367
52.5		21564		619		343
53.5		21756		595		377
54.5		22066		663		327
55.5		22169		681		376
56.5		22412		687		436
57.5		22670		675		383
58.5		22915		729		398
59.5		23032		763		447
60.5		23282		708		428
61.5		23370		816		441
62.5		23605		826		483
63.5		23697		868		540
64.5		23889		862		508
65.5		24084		890		522
66.5		24172		916		534
67.5		24332		918		536
68.5		24562		883		515
69.5		24662		914		532
70.5		24648		979		597
71.5		24884		993		609
72.5		24915		1023		605
73.5		24938		1068		622
74.5		25045		1057		616
75.5		25182		1083		576
76.5		25204		1085		655
77.5		25237		1107		630
78.5		25370		1126		649
79.5		25333		1111		672
80.5		25408		1115		686
81.5		25582		1146		709
82.5		25547		1127		685
83.5		25377		1135		759
84.5		25439		1190		734
85.5		25619		1148		743
86.5		25278		1184		720
87.5		25332		1202		811
88.5		25550		1166		803
89.5		24408		1151		752
