Abs(theta)	Type0		Type1		Type23
0.5		506		1		3
1.5		1511		12		10
2.5		2492		26		14
3.5		3492		31		33
4.5		4473		53		31
5.5		5491		58		37
6.5		6441		70		46
7.5		7452		77		44
8.5		8463		75		73
9.5		9397		107		84
10.5		10382		105		80
11.5		11377		123		94
12.5		12366		129		96
13.5		13289		131		104
14.5		14266		151		124
15.5		15269		184		135
16.5		16170		172		142
17.5		17179		207		142
18.5		18004		231		152
19.5		19011		253		160
20.5		19897		244		168
21.5		20766		271		180
22.5		21716		256		213
23.5		22652		319		212
24.5		23497		310		211
25.5		24357		336		211
26.5		25171		346		253
27.5		26101		365		269
28.5		26957		384		265
29.5		27804		448		248
30.5		28592		446		293
31.5		29406		476		297
32.5		30181		502		296
33.5		30997		492		344
34.5		31712		581		350
35.5		32547		615		369
36.5		33215		643		362
37.5		33966		678		363
38.5		34667		702		445
39.5		35417		765		453
40.5		36103		744		429
41.5		36829		817		486
42.5		37446		814		470
43.5		38108		875		496
44.5		38744		914		496
45.5		39498		923		496
46.5		40043		932		566
47.5		40543		1005		602
48.5		41050		1114		564
49.5		41568		1093		585
50.5		42315		1089		630
51.5		42777		1169		612
52.5		43325		1202		638
53.5		43865		1244		698
54.5		44225		1348		697
55.5		44754		1334		718
56.5		45006		1411		772
57.5		45588		1435		777
58.5		45955		1514		781
59.5		46356		1567		821
60.5		46755		1628		869
61.5		47065		1635		906
62.5		47364		1705		930
63.5		47694		1756		958
64.5		48014		1821		937
65.5		48352		1845		980
66.5		48605		1906		1028
67.5		48869		1926		1029
68.5		49366		1881		1023
69.5		49377		2051		1107
70.5		49543		2071		1128
71.5		49866		2128		1104
72.5		50156		2130		1099
73.5		50228		2163		1121
74.5		50375		2158		1106
75.5		50724		2110		1188
76.5		50749		2211		1207
77.5		50798		2283		1229
78.5		50975		2268		1247
79.5		51098		2339		1227
80.5		51167		2296		1287
81.5		51117		2321		1314
82.5		51163		2448		1286
83.5		51123		2350		1352
84.5		51350		2381		1347
85.5		51000		2452		1362
86.5		51056		2374		1410
87.5		49873		2375		1466
88.5		49020		2385		1477
89.5		46711		2173		1401
