Abs(theta)	Type0		Type1		Type23
0.5		248		3		1
1.5		751		9		7
2.5		1233		14		9
3.5		1711		22		21
4.5		2251		21		16
5.5		2719		30		18
6.5		3231		25		26
7.5		3703		32		20
8.5		4194		44		36
9.5		4680		45		33
10.5		5182		46		33
11.5		5630		68		57
12.5		6211		58		36
13.5		6584		97		59
14.5		7165		74		55
15.5		7534		75		75
16.5		8020		106		67
17.5		8500		94		68
18.5		8992		110		60
19.5		9415		109		74
20.5		9916		122		79
21.5		10371		123		97
22.5		10780		133		102
23.5		11304		127		100
24.5		11671		161		128
25.5		12218		158		115
26.5		12527		194		112
27.5		13022		218		125
28.5		13418		181		125
29.5		13802		207		188
30.5		14262		241		142
31.5		14595		235		163
32.5		15025		229		163
33.5		15369		263		197
34.5		15792		287		163
35.5		16208		259		199
36.5		16548		300		175
37.5		16936		352		215
38.5		17177		346		216
39.5		17640		324		218
40.5		17964		338		222
41.5		18321		390		261
42.5		18687		375		225
43.5		19010		406		258
44.5		19212		399		291
45.5		19633		420		289
46.5		19909		473		273
47.5		20077		523		320
48.5		20559		491		322
49.5		20758		484		318
50.5		21101		496		296
51.5		21341		567		344
52.5		21411		610		328
53.5		21804		603		363
54.5		21972		619		354
55.5		22179		694		365
56.5		22494		669		380
57.5		22632		687		403
58.5		22864		706		443
59.5		23149		712		441
60.5		23277		776		408
61.5		23420		789		465
62.5		23613		844		483
63.5		23781		813		495
64.5		23953		882		492
65.5		24037		828		507
66.5		24253		877		521
67.5		24364		933		525
68.5		24532		921		523
69.5		24665		931		587
70.5		24799		974		583
71.5		24771		1010		590
72.5		24967		986		604
73.5		25053		980		641
74.5		25072		1073		614
75.5		25174		1078		575
76.5		25141		1130		591
77.5		25319		1083		595
78.5		25326		1146		629
79.5		25214		1156		678
80.5		25437		1127		676
81.5		25402		1121		692
82.5		25524		1190		699
83.5		25527		1152		708
84.5		25425		1128		716
85.5		25414		1186		736
86.5		25457		1210		690
87.5		25699		1215		746
88.5		25520		1225		788
89.5		24597		1109		747
