Abs(theta)	Type0		Type1		Type23
0.5		508		5		3
1.5		1491		18		8
2.5		2531		20		18
3.5		3483		48		23
4.5		4460		49		46
5.5		5495		54		38
6.5		6505		67		60
7.5		7467		90		54
8.5		8481		94		58
9.5		9456		123		87
10.5		10439		118		83
11.5		11441		140		75
12.5		12386		137		111
13.5		13359		142		103
14.5		14350		166		122
15.5		15259		167		133
16.5		16298		174		123
17.5		17187		196		170
18.5		18073		220		155
19.5		19072		234		157
20.5		19975		257		173
21.5		20898		255		181
22.5		21876		297		179
23.5		22695		309		209
24.5		23576		333		229
25.5		24486		341		201
26.5		25286		387		234
27.5		26295		347		244
28.5		27073		408		249
29.5		27980		434		253
30.5		28766		479		284
31.5		29595		513		322
32.5		30430		456		309
33.5		31169		506		354
34.5		31852		553		351
35.5		32750		562		383
36.5		33473		638		365
37.5		34221		620		364
38.5		34865		634		469
39.5		35627		680		404
40.5		36389		737		411
41.5		36930		855		462
42.5		37699		765		455
43.5		38402		816		484
44.5		38976		911		549
45.5		39639		886		587
46.5		40316		928		593
47.5		40762		984		607
48.5		41378		1101		583
49.5		41921		1106		597
50.5		42550		1111		618
51.5		42932		1232		705
52.5		43494		1258		630
53.5		44006		1266		661
54.5		44483		1291		690
55.5		44903		1389		725
56.5		45273		1449		768
57.5		45897		1400		810
58.5		46236		1488		837
59.5		46504		1594		844
60.5		46868		1594		887
61.5		47364		1637		853
62.5		47649		1737		894
63.5		47992		1740		902
64.5		48321		1751		927
65.5		48591		1883		947
66.5		49016		1922		1022
67.5		49175		1965		1012
68.5		49556		1989		1060
69.5		49684		2030		1085
70.5		49847		2005		1120
71.5		50081		2187		1124
72.5		50271		2114		1163
73.5		50455		2212		1172
74.5		50572		2229		1161
75.5		50761		2288		1231
76.5		50970		2247		1237
77.5		51025		2248		1229
78.5		51007		2280		1249
79.5		51366		2317		1285
80.5		51135		2381		1293
81.5		51466		2399		1258
82.5		51414		2353		1350
83.5		51575		2437		1334
84.5		51562		2390		1328
85.5		51391		2415		1367
86.5		51387		2467		1373
87.5		50417		2360		1424
88.5		49112		2391		1430
89.5		47520		2269		1396
