Abs(theta)	Type0		Type1		Type23
0.5		497		7		5
1.5		1496		16		13
2.5		2509		24		14
3.5		3516		34		24
4.5		4504		40		37
5.5		5490		68		34
6.5		6520		58		43
7.5		7524		87		49
8.5		8507		89		73
9.5		9473		99		77
10.5		10447		107		79
11.5		11453		127		69
12.5		12445		148		102
13.5		13383		153		91
14.5		14354		146		111
15.5		15340		161		122
16.5		16243		199		124
17.5		17119		205		169
18.5		18150		222		165
19.5		19042		249		172
20.5		19996		263		183
21.5		20853		291		191
22.5		21825		293		193
23.5		22773		302		195
24.5		23579		328		210
25.5		24522		379		241
26.5		25382		375		214
27.5		26214		402		260
28.5		27086		405		241
29.5		27992		404		270
30.5		28811		442		269
31.5		29527		466		317
32.5		30385		514		347
33.5		31180		552		328
34.5		31920		558		360
35.5		32684		610		361
36.5		33326		652		381
37.5		34131		660		416
38.5		34909		648		416
39.5		35636		722		377
40.5		36305		750		427
41.5		37118		773		464
42.5		37670		852		473
43.5		38426		851		516
44.5		39052		925		499
45.5		39525		982		560
46.5		40185		1020		541
47.5		40725		1028		565
48.5		41372		1101		559
49.5		42042		1072		612
50.5		42476		1145		624
51.5		42919		1197		670
52.5		43491		1236		681
53.5		44109		1235		736
54.5		44513		1317		750
55.5		44973		1349		786
56.5		45442		1400		773
57.5		45784		1563		837
58.5		46157		1538		814
59.5		46706		1572		864
60.5		46976		1641		864
61.5		47447		1604		861
62.5		47619		1782		885
63.5		47965		1810		908
64.5		48380		1867		942
65.5		48695		1878		965
66.5		48967		1849		1042
67.5		49182		1932		1059
68.5		49467		1959		1043
69.5		49757		1982		1085
70.5		49998		2024		1056
71.5		50164		2084		1138
72.5		50359		2166		1160
73.5		50609		2161		1180
74.5		50738		2211		1224
75.5		50891		2256		1144
76.5		50944		2371		1290
77.5		51276		2222		1292
78.5		51375		2316		1282
79.5		51492		2330		1299
80.5		51391		2299		1299
81.5		51448		2401		1325
82.5		51435		2516		1363
83.5		51460		2363		1407
84.5		51444		2487		1355
85.5		51580		2486		1425
86.5		51496		2402		1460
87.5		51404		2458		1527
88.5		51618		2516		1538
89.5		49941		2362		1501
