Abs(theta)	Type0		Type1		Type23
0.5		157		1		2
1.5		461		4		3
2.5		821		9		5
3.5		1071		20		10
4.5		1485		17		9
5.5		1815		16		8
6.5		2059		30		13
7.5		2444		29		17
8.5		2780		31		17
9.5		3166		38		25
10.5		3407		34		35
11.5		3703		41		32
12.5		4030		42		35
13.5		4264		50		42
14.5		4683		54		35
15.5		4891		64		47
16.5		5214		74		38
17.5		5542		63		49
18.5		5856		63		44
19.5		6073		67		64
20.5		6465		87		57
21.5		6951		76		59
22.5		7139		92		53
23.5		7363		100		53
24.5		7748		98		83
25.5		8008		106		81
26.5		8204		108		81
27.5		8385		149		87
28.5		8805		143		78
29.5		8989		144		78
30.5		9260		141		86
31.5		9691		146		111
32.5		9808		176		100
33.5		9876		173		112
34.5		10250		188		107
35.5		10606		194		119
36.5		10892		183		112
37.5		11254		231		115
38.5		11280		217		151
39.5		11363		227		130
40.5		11919		248		163
41.5		11963		282		137
42.5		12191		285		145
43.5		12541		254		154
44.5		12800		292		173
45.5		12773		312		174
46.5		12987		331		198
47.5		13217		317		193
48.5		13455		319		203
49.5		13609		347		188
50.5		13961		358		184
51.5		13948		380		181
52.5		14056		357		248
53.5		14385		418		266
54.5		14366		420		231
55.5		14520		441		220
56.5		14600		504		246
57.5		14886		506		259
58.5		14987		524		291
59.5		15268		513		314
60.5		15347		573		276
61.5		15384		579		324
62.5		15462		528		342
63.5		15509		617		301
64.5		15725		551		305
65.5		16041		579		322
66.5		16122		564		320
67.5		16163		590		309
68.5		15938		659		343
69.5		16192		702		373
70.5		16166		678		346
71.5		16477		672		361
72.5		16508		699		365
73.5		16750		717		395
74.5		16716		686		378
75.5		16570		698		387
76.5		16467		726		407
77.5		16653		728		391
78.5		16737		778		409
79.5		16524		794		384
80.5		16975		755		416
81.5		16778		734		439
82.5		16838		747		456
83.5		16838		820		458
84.5		16799		823		459
85.5		16859		794		472
86.5		16976		842		462
87.5		16484		772		480
88.5		16413		805		447
89.5		16407		795		496
