Abs(theta)	Type0		Type1		Type23
0.5		243		2		1
1.5		744		4		6
2.5		1223		12		16
3.5		1706		23		18
4.5		2177		21		26
5.5		2696		8		20
6.5		3194		32		24
7.5		3673		38		33
8.5		4111		49		33
9.5		4629		51		35
10.5		5073		74		45
11.5		5571		67		45
12.5		6071		65		62
13.5		6524		83		48
14.5		6975		88		50
15.5		7454		79		64
16.5		7962		88		68
17.5		8361		123		74
18.5		8882		109		67
19.5		9347		105		72
20.5		9736		100		83
21.5		10205		124		91
22.5		10625		137		126
23.5		11071		138		116
24.5		11511		149		127
25.5		11953		155		106
26.5		12376		152		146
27.5		12774		168		107
28.5		13217		199		131
29.5		13609		193		159
30.5		14005		228		120
31.5		14443		219		150
32.5		14745		234		152
33.5		15202		246		171
34.5		15593		273		185
35.5		15900		304		172
36.5		16368		272		211
37.5		16653		297		180
38.5		17027		322		214
39.5		17407		320		211
40.5		17774		323		210
41.5		18065		351		232
42.5		18405		383		230
43.5		18648		404		254
44.5		18982		430		253
45.5		19333		450		291
46.5		19598		419		301
47.5		19921		478		286
48.5		20137		517		297
49.5		20496		490		338
50.5		20669		545		296
51.5		20831		584		353
52.5		21193		587		346
53.5		21472		594		381
54.5		21668		632		376
55.5		21827		650		366
56.5		22006		699		405
57.5		22329		701		355
58.5		22459		722		427
59.5		22644		775		445
60.5		22816		824		424
61.5		23023		794		424
62.5		23329		759		467
63.5		23324		832		438
64.5		23481		847		459
65.5		23705		876		458
66.5		23897		882		514
67.5		24006		893		519
68.5		24096		974		498
69.5		24218		915		564
70.5		24342		967		566
71.5		24428		994		564
72.5		24538		969		588
73.5		24738		974		601
74.5		24597		1060		593
75.5		24710		1055		598
76.5		24845		1087		601
77.5		24905		1055		626
78.5		24923		1075		695
79.5		25132		1112		640
80.5		25011		1077		685
81.5		25163		1098		626
82.5		25060		1145		688
83.5		25010		1155		674
84.5		24992		1198		701
85.5		25265		1149		727
86.5		25040		1196		760
87.5		25085		1170		730
88.5		25129		1115		739
89.5		24235		1131		722
