Abs(theta)	Type0		Type1		Type23
0.5		498		6		3
1.5		1514		16		9
2.5		2492		27		25
3.5		3516		35		26
4.5		4509		41		29
5.5		5492		58		44
6.5		6500		72		58
7.5		7509		70		49
8.5		8508		83		49
9.5		9498		92		71
10.5		10413		120		91
11.5		11436		136		83
12.5		12375		136		99
13.5		13380		161		91
14.5		14343		151		96
15.5		15352		170		112
16.5		16266		162		119
17.5		17221		195		134
18.5		18069		243		162
19.5		19128		228		155
20.5		20009		238		168
21.5		20902		288		172
22.5		21876		288		164
23.5		22756		304		199
24.5		23624		329		231
25.5		24528		344		215
26.5		25206		367		253
27.5		26237		397		280
28.5		27086		379		284
29.5		27921		425		279
30.5		28790		463		285
31.5		29625		467		317
32.5		30341		512		326
33.5		31162		555		347
34.5		32016		548		316
35.5		32746		588		348
36.5		33527		595		366
37.5		34284		658		371
38.5		34841		683		438
39.5		35614		775		417
40.5		36362		710		481
41.5		37138		768		445
42.5		37747		786		498
43.5		38324		866		477
44.5		38930		918		525
45.5		39599		980		519
46.5		40122		1027		573
47.5		40793		1053		577
48.5		41353		1094		630
49.5		41902		1092		617
50.5		42469		1148		626
51.5		42938		1183		657
52.5		43535		1248		640
53.5		44104		1277		679
54.5		44544		1320		746
55.5		44900		1427		717
56.5		45371		1454		774
57.5		45860		1475		853
58.5		46167		1556		836
59.5		46715		1573		849
60.5		46958		1636		843
61.5		47341		1615		901
62.5		47588		1720		956
63.5		48137		1713		892
64.5		48498		1762		1001
65.5		48694		1874		983
66.5		49007		1850		1002
67.5		49125		1925		1050
68.5		49375		2054		1070
69.5		49688		1946		1079
70.5		49935		2024		1123
71.5		50259		2109		1170
72.5		50290		2242		1151
73.5		50535		2183		1230
74.5		50707		2186		1163
75.5		50878		2233		1207
76.5		51044		2254		1227
77.5		51299		2327		1182
78.5		51154		2388		1239
79.5		51410		2331		1305
80.5		51602		2336		1285
81.5		51481		2378		1305
82.5		51644		2335		1364
83.5		51624		2412		1336
84.5		51449		2536		1326
85.5		51716		2367		1382
86.5		51804		2410		1466
87.5		51935		2425		1489
88.5		51715		2448		1525
89.5		49562		2359		1468
