Abs(theta)	Type0		Type1		Type23
0.5		243		3		3
1.5		742		4		8
2.5		1224		10		9
3.5		1733		17		13
4.5		2208		20		9
5.5		2696		25		19
6.5		3192		28		25
7.5		3677		37		25
8.5		4155		30		31
9.5		4661		57		37
10.5		5134		52		42
11.5		5582		54		38
12.5		6087		53		41
13.5		6567		76		51
14.5		7054		65		51
15.5		7458		72		67
16.5		7996		85		69
17.5		8470		97		69
18.5		8866		125		82
19.5		9319		117		89
20.5		9793		111		103
21.5		10269		116		81
22.5		10629		142		108
23.5		11060		140		104
24.5		11576		147		93
25.5		11997		173		124
26.5		12485		149		120
27.5		12869		202		127
28.5		13259		204		143
29.5		13689		214		126
30.5		14066		234		167
31.5		14536		209		162
32.5		14847		237		141
33.5		15255		270		178
34.5		15658		269		167
35.5		15986		273		170
36.5		16322		299		200
37.5		16664		355		206
38.5		17058		306		244
39.5		17482		357		236
40.5		17822		361		224
41.5		18157		366		238
42.5		18480		376		229
43.5		18836		417		253
44.5		19111		415		250
45.5		19411		425		285
46.5		19659		475		293
47.5		20036		494		270
48.5		20283		482		316
49.5		20563		558		308
50.5		20804		554		327
51.5		21063		582		334
52.5		21250		604		359
53.5		21547		614		363
54.5		21779		605		383
55.5		21987		656		395
56.5		22215		684		362
57.5		22501		684		411
58.5		22631		708		437
59.5		22827		753		452
60.5		22964		752		475
61.5		23237		794		418
62.5		23243		851		495
63.5		23529		842		450
64.5		23689		862		479
65.5		23740		888		494
66.5		24012		899		496
67.5		24080		902		565
68.5		24262		952		501
69.5		24332		938		614
70.5		24452		1004		547
71.5		24617		997		561
72.5		24602		1052		584
73.5		24736		1062		594
74.5		24864		1018		613
75.5		24965		1064		650
76.5		24960		1058		595
77.5		25086		1033		606
78.5		25028		1137		688
79.5		25086		1089		685
80.5		25193		1095		640
81.5		25205		1174		684
82.5		25155		1142		711
83.5		25242		1162		705
84.5		25426		1157		659
85.5		25345		1140		708
86.5		25102		1180		721
87.5		25140		1161		773
88.5		25301		1157		754
89.5		24326		1138		734
