5	-0.01955672748	0.001159022394
15	-0.03989508178	0.1128758093
25	-0.02070552609	0.01154113473
35	-0.03517013476	0.007982868092
45	-0.01606436854	0.005817011705
55	-0.03569995997	0.004426979658
65	-0.03215874403	0.003438587057
75	-0.02667199332	0.002870409213
85	-0.02667271369	0.002617320506
95	-0.03072924077	0.002485979311
105	-0.03377026774	0.002385721237
115	-0.0322539975	0.002305223971
125	-0.02649442435	0.002244148136
135	-0.0307604536	0.0021827042
145	-0.03399775848	0.002134873229
155	-0.0303817664	0.002102099668
165	-0.03501129382	0.002070655735
175	-0.03709806643	0.002047221852
185	-0.03669013712	0.002029609152
195	-0.03708374832	0.002017651451
205	-0.03636259463	0.002004082303
215	-0.03919222467	0.002002849492
225	-0.04073018221	0.00199562753
235	-0.04217554653	0.001989791556
245	-0.03821345067	0.001991677206
255	-0.04299120029	0.001993193691
265	-0.04114117607	0.001990352756
275	-0.04185488148	0.00199905714
285	-0.04223764093	0.002006217632
295	-0.04406018449	0.002012981807
305	-0.04724845161	0.002025689003
315	-0.04217537597	0.00203327314
325	-0.04666271933	0.002050211045
335	-0.04679955167	0.002062842564
345	-0.04730694946	0.002082641662
355	-0.04867250035	0.002095796491
365	-0.04541117958	0.002121627574
375	-0.04615703991	0.002142028062
385	-0.04651169613	0.002165798244
395	-0.04505376031	0.002196160889
405	-0.04881735833	0.002227614483
415	-0.04930468965	0.002254408384
425	-0.05258196849	0.002288112366
435	-0.0473909988	0.002327734484
445	-0.04532397609	0.00237244993
455	-0.05052592304	0.002412540866
465	-0.0455475488	0.002457127915
475	-0.04936215266	0.002514108517
485	-0.04994039212	0.002564274837
495	-0.04923300535	0.002617120224
505	-0.0505916133	0.002691131031
515	-0.05544934837	0.002758863355
525	-0.04604714632	0.002835630857
535	-0.04680600647	0.002916915689
545	-0.04898608006	0.003012970631
555	-0.05315381204	0.003097910293
565	-0.04724777268	0.003216038016
575	-0.05108299688	0.003341753913
585	-0.05144146889	0.003466744947
595	-0.04977328053	0.003612663423
605	-0.05053409498	0.003776281496
615	-0.04706237773	0.003961517545
625	-0.05448868547	0.004149164584
635	-0.05162247581	0.004387298507
645	-0.05336828158	0.004646314827
655	-0.05668203095	0.004918698369
665	-0.05792352553	0.005249680769
675	-0.0597190985	0.005650885778
685	-0.05945127648	0.006063859842
695	-0.04662810951	0.006589548937
705	-0.04827777928	0.007195145014
715	-0.05651887343	0.007944723144
725	-0.04830250614	0.00874337698
735	-0.04240365361	0.009780691094
745	-0.04882099199	0.01111839208
755	-0.08031097877	0.01256254783
765	-0.08278760788	0.01435693364
775	-0.08261830351	0.01684925365
785	-0.08738577967	0.01965010019
795	-0.07603878711	0.02373050483
805	-0.07708796511	0.02922325894
815	-0.1488659781	0.03508037831
825	-0.03202489394	0.04431175106
835	-0.05515242967	0.05369257781
845	-0.0763730699	0.06921128801
855	-0.08686627271	0.08868316039
865	-0.1176543388	0.1158574177
875	-0.1554961435	0.1690205684
885	-0.177586769	0.2272244163
895	1	-nan
905	-nan	-nan
915	1	-nan
925	-nan	-nan
935	-nan	-nan
945	-nan	-nan
955	-nan	-nan
965	-nan	-nan
975	-nan	-nan
985	-nan	-nan
995	-nan	-nan
