Abs(theta)	Type0		Type1		Type23
0.5		151		2		1
1.5		530		4		2
2.5		770		6		4
3.5		1198		11		11
4.5		1450		8		11
5.5		1718		13		11
6.5		2094		25		14
7.5		2501		29		22
8.5		2750		23		25
9.5		3020		28		21
10.5		3409		40		19
11.5		3793		43		33
12.5		3946		49		37
13.5		4343		46		42
14.5		4758		49		30
15.5		4930		57		41
16.5		5222		58		42
17.5		5644		69		53
18.5		5950		68		47
19.5		6063		73		67
20.5		6375		74		59
21.5		6659		101		56
22.5		7076		87		54
23.5		7579		107		56
24.5		7557		104		67
25.5		7908		101		66
26.5		8070		107		64
27.5		8517		126		86
28.5		8903		136		87
29.5		9074		139		78
30.5		9370		137		95
31.5		9437		174		108
32.5		9952		202		90
33.5		9926		183		114
34.5		10310		174		99
35.5		10528		178		112
36.5		11056		200		111
37.5		10982		183		123
38.5		11278		223		132
39.5		11693		225		132
40.5		11749		240		130
41.5		12015		241		135
42.5		12353		250		166
43.5		12318		263		149
44.5		12800		288		168
45.5		12981		328		164
46.5		13017		303		158
47.5		13182		329		181
48.5		13159		347		198
49.5		13707		329		207
50.5		14031		383		201
51.5		13905		393		195
52.5		14152		392		213
53.5		14427		406		265
54.5		14323		408		252
55.5		14477		485		236
56.5		15038		438		263
57.5		14808		465		250
58.5		14864		494		268
59.5		15427		550		269
60.5		15529		521		285
61.5		15373		537		303
62.5		15646		585		302
63.5		15853		573		324
64.5		15893		563		327
65.5		15807		595		327
66.5		15642		623		324
67.5		15973		635		343
68.5		16082		620		335
69.5		16427		697		349
70.5		16216		694		341
71.5		16413		677		380
72.5		16415		699		377
73.5		16445		732		392
74.5		16538		757		378
75.5		16716		711		396
76.5		16471		694		403
77.5		16614		784		409
78.5		16480		805		435
79.5		16783		775		417
80.5		16890		787		440
81.5		17073		764		398
82.5		16932		783		419
83.5		16670		731		441
84.5		16646		774		455
85.5		16669		765		505
86.5		16671		763		469
87.5		16568		772		456
88.5		16138		728		487
89.5		15605		733		463
