Abs(theta)	Type0		Type1		Type23
0.5		474		2		1
1.5		1506		16		8
2.5		2442		27		15
3.5		3428		36		27
4.5		4413		49		30
5.5		5343		70		42
6.5		6386		72		48
7.5		7480		66		53
8.5		8425		95		59
9.5		9249		92		65
10.5		10247		98		78
11.5		11217		125		84
12.5		12336		142		103
13.5		13110		158		112
14.5		14379		173		126
15.5		15020		166		115
16.5		16069		189		130
17.5		17144		191		145
18.5		17824		222		150
19.5		18950		252		131
20.5		19722		240		175
21.5		20525		270		157
22.5		21560		266		180
23.5		22514		318		207
24.5		23582		319		200
25.5		24278		352		227
26.5		24856		359		249
27.5		25987		360		292
28.5		26619		421		267
29.5		27231		438		311
30.5		28184		464		267
31.5		29368		550		260
32.5		29998		527		336
33.5		30586		525		308
34.5		31270		545		333
35.5		32199		609		384
36.5		32777		654		363
37.5		33601		624		383
38.5		34453		653		383
39.5		34927		719		423
40.5		35877		725		421
41.5		36645		794		406
42.5		36992		847		480
43.5		37593		815		442
44.5		38683		868		495
45.5		38985		910		529
46.5		39292		1021		587
47.5		40358		1003		580
48.5		40644		1048		560
49.5		41065		1100		634
50.5		41552		1134		613
51.5		41852		1181		655
52.5		42864		1276		744
53.5		43337		1272		717
54.5		43867		1324		704
55.5		44092		1384		735
56.5		44739		1446		757
57.5		45129		1450		754
58.5		45405		1493		772
59.5		46094		1536		823
60.5		46044		1624		885
61.5		46340		1656		848
62.5		47133		1640		915
63.5		47528		1699		915
64.5		47716		1716		938
65.5		47850		1834		991
66.5		47892		1854		991
67.5		48615		1920		1011
68.5		48616		1976		1096
69.5		48801		2058		1111
70.5		49183		2041		1090
71.5		49430		2056		1053
72.5		49380		2048		1174
73.5		49956		2155		1122
74.5		49945		2162		1169
75.5		49665		2235		1229
76.5		50186		2281		1216
77.5		50324		2227		1237
78.5		50496		2210		1234
79.5		50700		2252		1239
80.5		50554		2408		1244
81.5		50568		2293		1255
82.5		50685		2407		1353
83.5		50932		2309		1319
84.5		50535		2328		1378
85.5		50163		2475		1361
86.5		50503		2478		1403
87.5		50734		2403		1467
88.5		50770		2495		1464
89.5		48199		2318		1475
