Abs(theta)	Type0		Type1		Type23
0.5		493		7		2
1.5		1502		16		15
2.5		2510		26		21
3.5		3467		43		29
4.5		4490		35		33
5.5		5439		60		42
6.5		6468		71		45
7.5		7436		74		75
8.5		8436		94		51
9.5		9417		102		81
10.5		10396		119		70
11.5		11372		113		102
12.5		12332		134		90
13.5		13275		155		95
14.5		14262		155		103
15.5		15263		165		128
16.5		16121		166		165
17.5		17090		188		153
18.5		18049		205		157
19.5		18930		240		180
20.5		19887		217		156
21.5		20866		252		179
22.5		21721		284		190
23.5		22540		326		193
24.5		23434		364		214
25.5		24386		283		220
26.5		25182		339		229
27.5		26072		388		245
28.5		26964		407		242
29.5		27704		427		249
30.5		28509		461		282
31.5		29385		498		311
32.5		30273		485		301
33.5		30965		515		326
34.5		31797		518		334
35.5		32535		594		350
36.5		33303		568		388
37.5		34012		675		384
38.5		34696		648		390
39.5		35484		694		437
40.5		36187		739		401
41.5		36901		755		447
42.5		37580		751		474
43.5		38133		869		487
44.5		38635		954		515
45.5		39247		970		509
46.5		40018		1009		551
47.5		40543		990		591
48.5		41190		1107		563
49.5		41769		1024		625
50.5		42197		1199		589
51.5		42693		1246		636
52.5		43319		1239		664
53.5		43694		1335		734
54.5		44201		1336		717
55.5		44724		1359		756
56.5		44945		1401		803
57.5		45487		1472		795
58.5		45824		1498		841
59.5		46254		1529		882
60.5		46809		1572		812
61.5		47122		1648		877
62.5		47505		1697		915
63.5		47791		1750		920
64.5		48195		1779		963
65.5		48405		1835		997
66.5		48767		1776		1013
67.5		48934		1968		1052
68.5		49146		1944		1009
69.5		49349		2045		1040
70.5		49556		2124		1072
71.5		49783		2166		1041
72.5		50154		2119		1108
73.5		50283		2111		1158
74.5		50327		2166		1140
75.5		50604		2238		1219
76.5		50777		2177		1271
77.5		51015		2293		1175
78.5		50768		2399		1285
79.5		51009		2418		1235
80.5		51162		2305		1266
81.5		51068		2341		1274
82.5		51493		2395		1285
83.5		51046		2385		1363
84.5		51368		2403		1336
85.5		51257		2402		1431
86.5		51270		2517		1427
87.5		51293		2481		1451
88.5		51198		2447		1490
89.5		49386		2326		1449
