Abs(theta)	Type0		Type1		Type23
0.5		249		4		4
1.5		734		8		5
2.5		1247		9		14
3.5		1722		15		14
4.5		2252		12		21
5.5		2722		26		22
6.5		3224		31		27
7.5		3712		32		35
8.5		4205		44		37
9.5		4677		42		40
10.5		5173		55		44
11.5		5657		52		46
12.5		6134		62		62
13.5		6663		63		61
14.5		7063		90		60
15.5		7593		71		58
16.5		8030		106		61
17.5		8528		92		76
18.5		8940		112		88
19.5		9427		110		81
20.5		9874		145		91
21.5		10328		129		102
22.5		10800		133		94
23.5		11212		146		105
24.5		11728		153		109
25.5		12134		144		136
26.5		12568		166		123
27.5		12967		182		122
28.5		13399		197		125
29.5		13826		228		144
30.5		14217		219		132
31.5		14598		216		152
32.5		15111		241		152
33.5		15388		244		172
34.5		15840		259		184
35.5		16216		257		192
36.5		16539		291		200
37.5		16918		336		198
38.5		17322		325		200
39.5		17637		348		214
40.5		17977		398		221
41.5		18274		412		231
42.5		18664		414		220
43.5		19009		430		233
44.5		19254		413		255
45.5		19549		464		279
46.5		19874		508		301
47.5		20166		507		282
48.5		20458		505		282
49.5		20687		540		319
50.5		20959		582		319
51.5		21275		508		339
52.5		21488		634		338
53.5		21686		634		353
54.5		22084		627		367
55.5		22265		621		412
56.5		22333		734		460
57.5		22734		645		426
58.5		22830		774		412
59.5		23007		753		446
60.5		23246		771		443
61.5		23435		833		470
62.5		23626		807		452
63.5		23751		816		460
64.5		23919		890		475
65.5		24114		904		481
66.5		24173		882		521
67.5		24285		895		525
68.5		24442		951		548
69.5		24487		967		600
70.5		24631		1025		576
71.5		24755		974		576
72.5		24902		1010		606
73.5		24880		1051		588
74.5		25187		997		597
75.5		25036		1092		636
76.5		25180		1109		618
77.5		25249		1150		618
78.5		25271		1086		612
79.5		25409		1094		662
80.5		25364		1153		684
81.5		25412		1189		655
82.5		25439		1175		705
83.5		25341		1132		699
84.5		25540		1191		695
85.5		25695		1162		719
86.5		25729		1144		720
87.5		24927		1125		748
88.5		24868		1184		751
89.5		24603		1152		727
