Abs(theta)	Type0		Type1		Type23
0.5		248		4		2
1.5		760		5		11
2.5		1239		10		13
3.5		1727		16		17
4.5		2253		17		21
5.5		2736		27		21
6.5		3218		23		28
7.5		3719		37		30
8.5		4206		37		31
9.5		4694		36		37
10.5		5189		58		38
11.5		5616		71		50
12.5		6161		58		49
13.5		6657		71		55
14.5		7135		83		50
15.5		7617		86		62
16.5		8084		94		63
17.5		8520		102		74
18.5		8989		107		83
19.5		9430		123		84
20.5		9916		129		100
21.5		10387		129		105
22.5		10786		145		118
23.5		11215		161		97
24.5		11658		163		109
25.5		12105		172		122
26.5		12551		150		112
27.5		12986		174		121
28.5		13373		183		146
29.5		13794		204		121
30.5		14205		196		170
31.5		14579		236		168
32.5		15048		238		166
33.5		15363		274		208
34.5		15765		281		171
35.5		16229		272		189
36.5		16530		271		230
37.5		16935		318		209
38.5		17283		310		212
39.5		17608		366		225
40.5		18007		341		237
41.5		18348		352		230
42.5		18616		362		253
43.5		19009		393		229
44.5		19318		412		272
45.5		19642		428		288
46.5		19847		511		264
47.5		20175		491		309
48.5		20463		481		297
49.5		20635		550		323
50.5		20900		543		364
51.5		21165		581		327
52.5		21509		574		348
53.5		21693		616		367
54.5		21974		642		367
55.5		22278		623		395
56.5		22422		682		411
57.5		22631		692		414
58.5		22851		676		442
59.5		22927		783		441
60.5		23158		761		485
61.5		23452		754		454
62.5		23593		804		458
63.5		23696		877		487
64.5		23840		880		487
65.5		24030		848		545
66.5		24167		913		520
67.5		24287		961		551
68.5		24457		925		538
69.5		24522		978		555
70.5		24663		960		560
71.5		24720		1052		616
72.5		24971		942		540
73.5		24939		1044		566
74.5		24994		1034		585
75.5		25125		1089		577
76.5		25202		1096		615
77.5		25199		1054		653
78.5		25365		1070		652
79.5		25449		1118		656
80.5		25318		1165		693
81.5		25426		1091		733
82.5		25464		1188		697
83.5		25518		1147		718
84.5		25462		1183		743
85.5		25473		1141		709
86.5		25735		1153		762
87.5		25023		1175		727
88.5		24944		1163		744
89.5		25163		1112		738
