Abs(theta)	Type0		Type1		Type23
0.5		246		3		2
1.5		764		7		8
2.5		1245		14		7
3.5		1733		17		7
4.5		2226		29		15
5.5		2741		33		19
6.5		3218		33		37
7.5		3702		37		40
8.5		4242		39		21
9.5		4720		52		40
10.5		5164		66		39
11.5		5653		60		45
12.5		6143		71		61
13.5		6647		58		56
14.5		7097		72		69
15.5		7585		90		50
16.5		8044		95		67
17.5		8467		110		59
18.5		8943		104		70
19.5		9467		117		93
20.5		9907		120		80
21.5		10343		119		89
22.5		10788		158		94
23.5		11248		145		103
24.5		11694		157		118
25.5		12154		167		127
26.5		12550		159		148
27.5		12997		195		135
28.5		13367		200		107
29.5		13815		196		145
30.5		14186		226		150
31.5		14604		221		166
32.5		15025		234		162
33.5		15487		247		149
34.5		15822		258		178
35.5		16193		275		187
36.5		16529		309		194
37.5		16936		319		221
38.5		17267		317		217
39.5		17666		317		246
40.5		18054		337		201
41.5		18402		369		234
42.5		18674		410		241
43.5		18943		423		246
44.5		19337		399		256
45.5		19540		461		272
46.5		19852		499		269
47.5		20233		488		286
48.5		20440		523		314
49.5		20697		540		302
50.5		20991		528		345
51.5		21322		547		339
52.5		21540		625		350
53.5		21852		592		364
54.5		21887		701		391
55.5		22246		670		412
56.5		22441		706		414
57.5		22564		694		435
58.5		22898		714		463
59.5		23078		725		418
60.5		23187		772		443
61.5		23417		828		442
62.5		23681		804		441
63.5		23858		853		473
64.5		23998		828		509
65.5		23961		925		523
66.5		24194		946		515
67.5		24291		958		545
68.5		24477		912		544
69.5		24509		1031		561
70.5		24672		1073		527
71.5		24742		1015		584
72.5		24946		1057		599
73.5		25027		994		601
74.5		25066		1026		677
75.5		25135		1036		647
76.5		25176		1083		703
77.5		25315		1125		594
78.5		25329		1172		646
79.5		25473		1098		658
80.5		25380		1141		692
81.5		25482		1158		668
82.5		25321		1212		689
83.5		25554		1161		694
84.5		25362		1208		701
85.5		25545		1139		739
86.5		25659		1161		753
87.5		25348		1210		795
88.5		25430		1227		778
89.5		24562		1177		780
