Abs(theta)	Type0		Type1		Type23
0.5		487		6		5
1.5		1496		11		11
2.5		2486		24		16
3.5		3468		32		36
4.5		4480		48		25
5.5		5449		57		39
6.5		6452		64		57
7.5		7445		69		60
8.5		8437		86		55
9.5		9430		86		79
10.5		10412		114		69
11.5		11353		132		83
12.5		12239		152		82
13.5		13251		160		95
14.5		14228		147		120
15.5		15199		167		102
16.5		16104		183		140
17.5		17073		209		140
18.5		18013		202		144
19.5		18870		256		173
20.5		19801		263		153
21.5		20756		285		190
22.5		21637		298		191
23.5		22543		294		197
24.5		23460		288		211
25.5		24306		338		221
26.5		25179		355		220
27.5		25926		399		247
28.5		26804		402		261
29.5		27701		479		269
30.5		28403		451		275
31.5		29328		477		318
32.5		30159		494		328
33.5		30891		533		314
34.5		31700		512		333
35.5		32310		634		339
36.5		33122		667		364
37.5		33929		692		395
38.5		34585		712		425
39.5		35290		750		414
40.5		36007		739		419
41.5		36667		819		444
42.5		37426		818		491
43.5		37974		860		508
44.5		38628		873		525
45.5		39225		923		532
46.5		39827		978		567
47.5		40436		1012		594
48.5		40995		1106		566
49.5		41573		1111		608
50.5		42082		1157		647
51.5		42643		1226		654
52.5		43341		1236		649
53.5		43535		1318		681
54.5		44243		1303		740
55.5		44610		1332		760
56.5		45033		1367		802
57.5		45394		1436		752
58.5		45844		1480		796
59.5		46319		1521		802
60.5		46525		1602		853
61.5		46862		1686		903
62.5		47401		1667		906
63.5		47642		1646		943
64.5		47980		1794		955
65.5		48249		1786		1018
66.5		48304		1918		1008
67.5		48765		1950		1006
68.5		48990		1930		1069
69.5		49165		2030		1067
70.5		49447		2103		1093
71.5		49701		2070		1126
72.5		49823		2062		1177
73.5		50010		2125		1094
74.5		50250		2170		1237
75.5		50479		2206		1194
76.5		50329		2272		1234
77.5		50649		2247		1220
78.5		50772		2298		1244
79.5		50925		2265		1286
80.5		51082		2191		1353
81.5		51131		2333		1294
82.5		51171		2341		1295
83.5		51225		2473		1377
84.5		51352		2478		1369
85.5		51227		2452		1412
86.5		51025		2399		1438
87.5		50246		2320		1454
88.5		50147		2362		1451
89.5		49971		2384		1388
