Abs(theta)	Type0		Type1		Type23
0.5		252		4		0
1.5		742		5		5
2.5		1263		10		2
3.5		1737		13		12
4.5		2250		22		17
5.5		2737		31		22
6.5		3216		36		21
7.5		3699		39		25
8.5		4195		39		24
9.5		4741		53		34
10.5		5194		57		39
11.5		5657		57		48
12.5		6202		45		47
13.5		6566		77		47
14.5		7056		92		60
15.5		7594		72		63
16.5		8064		79		68
17.5		8551		86		73
18.5		9000		110		70
19.5		9474		106		97
20.5		9875		140		81
21.5		10347		146		100
22.5		10794		142		105
23.5		11277		152		98
24.5		11713		146		106
25.5		12164		167		96
26.5		12532		171		120
27.5		13033		161		141
28.5		13419		191		128
29.5		13791		215		134
30.5		14239		210		139
31.5		14657		192		167
32.5		15049		234		157
33.5		15380		270		194
34.5		15750		281		180
35.5		16174		286		189
36.5		16587		270		184
37.5		16964		289		222
38.5		17273		324		225
39.5		17627		338		254
40.5		17915		391		245
41.5		18317		346		251
42.5		18756		375		254
43.5		19041		418		240
44.5		19312		425		317
45.5		19631		415		271
46.5		19922		467		288
47.5		20248		467		328
48.5		20462		473		349
49.5		20802		507		343
50.5		20986		567		304
51.5		21267		592		345
52.5		21543		585		368
53.5		21796		601		361
54.5		21991		644		398
55.5		22268		670		392
56.5		22511		718		382
57.5		22703		668		410
58.5		22835		723		416
59.5		23129		757		415
60.5		23278		756		467
61.5		23430		813		463
62.5		23592		815		442
63.5		23700		843		463
64.5		23849		864		512
65.5		24103		858		510
66.5		24137		914		517
67.5		24253		925		541
68.5		24498		954		554
69.5		24636		942		545
70.5		24642		1003		585
71.5		24769		993		556
72.5		24902		1020		594
73.5		25022		1016		617
74.5		25093		987		636
75.5		25071		1072		621
76.5		25214		1046		647
77.5		25298		1129		666
78.5		25343		1119		617
79.5		25363		1176		615
80.5		25236		1159		716
81.5		25490		1179		681
82.5		25497		1179		649
83.5		25532		1144		700
84.5		25601		1114		710
85.5		25487		1137		751
86.5		25447		1134		755
87.5		25493		1206		754
88.5		25498		1232		776
89.5		24509		1134		775
