Abs(theta)	Type0		Type1		Type23
0.5		248		2		2
1.5		751		6		9
2.5		1226		5		9
3.5		1759		20		11
4.5		2199		22		11
5.5		2747		19		21
6.5		3225		23		28
7.5		3729		42		35
8.5		4224		34		39
9.5		4691		55		48
10.5		5193		37		48
11.5		5616		65		44
12.5		6157		70		53
13.5		6628		77		51
14.5		7074		85		68
15.5		7594		79		60
16.5		8011		96		73
17.5		8532		97		67
18.5		8967		101		84
19.5		9453		108		81
20.5		9907		132		99
21.5		10362		128		98
22.5		10755		155		101
23.5		11235		170		85
24.5		11681		176		113
25.5		12073		162		113
26.5		12554		176		120
27.5		13040		170		130
28.5		13394		198		132
29.5		13851		196		160
30.5		14203		226		134
31.5		14687		213		141
32.5		15014		256		140
33.5		15452		238		173
34.5		15767		272		202
35.5		16147		282		212
36.5		16566		259		187
37.5		16854		314		205
38.5		17329		325		198
39.5		17589		331		270
40.5		17884		382		240
41.5		18387		358		243
42.5		18615		381		240
43.5		18926		431		238
44.5		19281		416		281
45.5		19503		442		297
46.5		19904		465		303
47.5		20189		493		307
48.5		20511		524		312
49.5		20780		528		314
50.5		21016		521		323
51.5		21339		529		333
52.5		21480		596		343
53.5		21774		643		350
54.5		21964		663		370
55.5		22220		648		393
56.5		22495		661		404
57.5		22563		693		421
58.5		22897		704		406
59.5		23087		744		430
60.5		23232		746		432
61.5		23338		834		470
62.5		23604		773		459
63.5		23685		824		486
64.5		23898		792		539
65.5		24053		910		525
66.5		24195		948		564
67.5		24305		904		521
68.5		24530		911		548
69.5		24512		978		607
70.5		24618		1017		580
71.5		24736		1003		562
72.5		24872		1023		550
73.5		24908		1026		594
74.5		25052		1015		591
75.5		25122		1092		637
76.5		25197		1092		609
77.5		25156		1147		691
78.5		25340		1109		638
79.5		25343		1127		638
80.5		25454		1141		692
81.5		25290		1196		696
82.5		25364		1131		701
83.5		25313		1100		756
84.5		25344		1171		708
85.5		25444		1106		709
86.5		25522		1166		766
87.5		24706		1145		763
88.5		24524		1103		734
89.5		23343		1111		717
