Abs(theta)	Type0		Type1		Type23
0.5		266		3		2
1.5		739		16		6
2.5		1299		10		10
3.5		1697		18		11
4.5		2278		20		17
5.5		2777		32		17
6.5		3191		41		23
7.5		3836		38		30
8.5		4328		64		35
9.5		4645		50		41
10.5		5332		70		36
11.5		5826		65		51
12.5		6220		59		42
13.5		6800		74		58
14.5		7140		92		59
15.5		7683		107		67
16.5		8305		75		55
17.5		8614		98		75
18.5		9328		106		80
19.5		9618		119		74
20.5		10075		151		72
21.5		10514		150		98
22.5		11015		137		88
23.5		11192		163		91
24.5		12167		171		85
25.5		12287		175		116
26.5		12613		167		116
27.5		13188		216		119
28.5		13503		183		126
29.5		14286		216		137
30.5		14361		209		134
31.5		14882		248		145
32.5		15197		246		178
33.5		15569		294		163
34.5		15934		285		164
35.5		16294		304		166
36.5		16613		317		176
37.5		17359		304		194
38.5		17465		360		213
39.5		17963		338		187
40.5		18056		342		232
41.5		18646		389		235
42.5		18988		388		228
43.5		19146		398		261
44.5		19635		447		230
45.5		20054		435		304
46.5		20198		508		271
47.5		20528		482		335
48.5		20696		556		317
49.5		20882		563		315
50.5		21376		586		331
51.5		21587		597		337
52.5		21886		633		375
53.5		21694		632		326
54.5		22443		665		345
55.5		22562		721		369
56.5		22785		666		384
57.5		22807		771		381
58.5		23165		743		419
59.5		23453		787		390
60.5		23614		822		448
61.5		23859		839		452
62.5		23950		862		460
63.5		24145		923		462
64.5		24588		884		473
65.5		24461		918		460
66.5		24799		940		511
67.5		24804		969		542
68.5		25133		1091		538
69.5		24891		1020		576
70.5		24956		1011		568
71.5		24930		1009		534
72.5		25160		1126		593
73.5		25303		1043		597
74.5		25406		1082		621
75.5		25389		1125		603
76.5		25652		1149		630
77.5		25568		1142		597
78.5		26052		1109		636
79.5		25593		1176		606
80.5		25751		1147		645
81.5		25982		1133		636
82.5		25963		1195		631
83.5		26297		1243		661
84.5		26078		1235		642
85.5		26131		1215		700
86.5		26154		1240		743
87.5		25458		1198		749
88.5		25436		1216		721
89.5		25192		1216		732
