Abs(theta)	Type0		Type1		Type23
0.5		248		2		3
1.5		751		7		3
2.5		1239		11		13
3.5		1751		14		13
4.5		2232		19		21
5.5		2700		29		18
6.5		3234		25		23
7.5		3703		32		34
8.5		4223		40		36
9.5		4698		45		38
10.5		5176		50		38
11.5		5675		58		46
12.5		6171		66		42
13.5		6626		86		45
14.5		7112		69		53
15.5		7578		77		70
16.5		8030		93		69
17.5		8553		78		70
18.5		9011		88		86
19.5		9406		122		75
20.5		9933		114		78
21.5		10377		132		96
22.5		10792		145		88
23.5		11219		152		120
24.5		11736		148		101
25.5		12121		143		145
26.5		12569		176		105
27.5		12942		201		129
28.5		13350		192		110
29.5		13752		212		155
30.5		14208		213		142
31.5		14579		215		165
32.5		15005		274		173
33.5		15466		246		164
34.5		15808		251		186
35.5		16162		283		179
36.5		16583		285		205
37.5		16938		261		209
38.5		17250		359		212
39.5		17614		360		221
40.5		17993		342		230
41.5		18250		394		231
42.5		18687		411		231
43.5		18872		440		246
44.5		19341		404		259
45.5		19618		462		293
46.5		19921		490		282
47.5		20195		508		291
48.5		20437		532		274
49.5		20711		502		293
50.5		20995		519		369
51.5		21239		564		324
52.5		21531		592		352
53.5		21732		651		341
54.5		21963		640		406
55.5		22219		694		370
56.5		22393		665		425
57.5		22509		736		415
58.5		22814		759		384
59.5		23164		724		441
60.5		23280		750		449
61.5		23382		829		480
62.5		23528		806		497
63.5		23799		822		481
64.5		23828		893		481
65.5		24022		909		502
66.5		24183		868		532
67.5		24406		862		567
68.5		24454		936		541
69.5		24477		1006		540
70.5		24567		967		579
71.5		24794		929		541
72.5		24827		1017		596
73.5		24942		1042		621
74.5		24950		1080		589
75.5		25109		1119		607
76.5		25219		1075		626
77.5		25191		1104		658
78.5		25258		1105		593
79.5		25283		1160		670
80.5		25258		1162		698
81.5		25551		1074		682
82.5		25337		1146		703
83.5		25405		1192		690
84.5		25332		1162		736
85.5		25347		1204		724
86.5		25499		1111		787
87.5		25049		1169		743
88.5		24441		1146		724
89.5		23393		1050		747
