Abs(theta)	Type0		Type1		Type23
0.5		241		3		1
1.5		731		10		6
2.5		1255		12		11
3.5		1743		18		15
4.5		2233		24		18
5.5		2711		37		19
6.5		3211		38		29
7.5		3719		39		25
8.5		4178		52		36
9.5		4688		61		26
10.5		5175		59		50
11.5		5631		68		53
12.5		6158		61		38
13.5		6624		62		57
14.5		7080		95		50
15.5		7557		92		52
16.5		8049		85		59
17.5		8505		86		70
18.5		8983		96		81
19.5		9462		120		81
20.5		9880		122		83
21.5		10307		146		94
22.5		10786		145		102
23.5		11229		141		97
24.5		11679		161		106
25.5		12143		167		112
26.5		12592		169		132
27.5		12929		212		120
28.5		13438		185		125
29.5		13808		212		130
30.5		14185		229		158
31.5		14642		224		176
32.5		14981		248		188
33.5		15394		274		157
34.5		15832		262		185
35.5		16216		268		185
36.5		16549		307		183
37.5		16889		314		195
38.5		17368		286		209
39.5		17576		362		216
40.5		18003		338		235
41.5		18317		356		221
42.5		18598		390		240
43.5		18903		398		290
44.5		19282		464		261
45.5		19587		469		285
46.5		19809		463		303
47.5		20206		534		288
48.5		20481		496		340
49.5		20767		520		310
50.5		21014		571		332
51.5		21207		602		316
52.5		21473		592		356
53.5		21737		625		372
54.5		21833		664		359
55.5		22196		650		414
56.5		22556		695		381
57.5		22660		703		426
58.5		22883		693		394
59.5		23084		735		421
60.5		23263		735		420
61.5		23377		806		466
62.5		23609		810		435
63.5		23724		827		500
64.5		23912		814		545
65.5		24104		858		488
66.5		24215		945		521
67.5		24263		923		537
68.5		24283		958		583
69.5		24497		1014		560
70.5		24772		963		569
71.5		24794		969		584
72.5		24880		1026		638
73.5		25013		1047		631
74.5		25020		1052		612
75.5		25115		1106		581
76.5		25281		1062		594
77.5		25275		1026		653
78.5		25409		1065		637
79.5		25278		1146		692
80.5		25532		1035		713
81.5		25488		1152		648
82.5		25499		1127		690
83.5		25413		1185		675
84.5		25406		1160		689
85.5		25394		1177		749
86.5		25416		1157		706
87.5		24833		1099		724
88.5		24363		1090		790
89.5		23425		1044		711
