Abs(theta)	Type0		Type1		Type23
0.5		501		3		0
1.5		1517		13		15
2.5		2510		28		17
3.5		3504		27		32
4.5		4476		48		28
5.5		5511		62		39
6.5		6485		79		47
7.5		7476		92		55
8.5		8499		94		64
9.5		9487		105		73
10.5		10405		119		68
11.5		11445		129		100
12.5		12415		138		91
13.5		13395		132		116
14.5		14382		149		128
15.5		15274		165		113
16.5		16296		163		103
17.5		17256		230		160
18.5		18166		209		152
19.5		19060		250		157
20.5		19961		248		187
21.5		20902		259		194
22.5		21834		281		219
23.5		22662		300		186
24.5		23531		331		214
25.5		24479		358		226
26.5		25311		403		247
27.5		26274		401		254
28.5		27130		409		250
29.5		27949		441		278
30.5		28766		416		288
31.5		29589		489		284
32.5		30322		554		283
33.5		31194		507		341
34.5		31853		576		349
35.5		32644		627		379
36.5		33501		617		370
37.5		34200		642		380
38.5		34904		682		382
39.5		35554		738		444
40.5		36320		721		455
41.5		37007		810		457
42.5		37657		800		490
43.5		38302		838		532
44.5		38925		931		544
45.5		39567		983		536
46.5		40237		953		561
47.5		40842		1001		559
48.5		41397		1038		597
49.5		41923		1093		614
50.5		42309		1188		664
51.5		43117		1218		634
52.5		43406		1235		730
53.5		43959		1305		710
54.5		44392		1310		752
55.5		44968		1358		793
56.5		45468		1431		739
57.5		45765		1525		795
58.5		46089		1578		802
59.5		46478		1593		839
60.5		46955		1640		831
61.5		47409		1592		859
62.5		47593		1682		924
63.5		47988		1781		944
64.5		48271		1818		983
65.5		48650		1847		1028
66.5		48919		1896		1032
67.5		49102		1967		1051
68.5		49405		2031		1049
69.5		49436		2090		1080
70.5		49904		2014		1100
71.5		50021		2092		1133
72.5		50255		2112		1164
73.5		50436		2172		1106
74.5		50636		2228		1239
75.5		50768		2234		1178
76.5		51093		2202		1150
77.5		51063		2305		1205
78.5		51228		2255		1254
79.5		51388		2247		1260
80.5		51337		2307		1279
81.5		51439		2311		1331
82.5		51226		2413		1298
83.5		51428		2389		1339
84.5		51458		2491		1257
85.5		50998		2483		1439
86.5		51288		2464		1446
87.5		50528		2437		1456
88.5		49580		2332		1468
89.5		47177		2193		1433
