Abs(theta)	Type0		Type1		Type23
0.5		161		2		0
1.5		574		5		4
2.5		903		7		6
3.5		1265		18		9
4.5		1586		23		18
5.5		1946		16		18
6.5		2280		31		13
7.5		2631		28		24
8.5		3011		39		24
9.5		3388		39		21
10.5		3658		41		25
11.5		3978		41		21
12.5		4418		39		44
13.5		4670		43		40
14.5		5050		47		40
15.5		5346		67		37
16.5		5729		79		45
17.5		6039		72		53
18.5		6453		83		59
19.5		6727		108		55
20.5		7036		102		66
21.5		7320		101		67
22.5		7727		109		71
23.5		7934		91		68
24.5		8207		114		81
25.5		8626		108		67
26.5		8847		146		90
27.5		9392		130		90
28.5		9509		137		89
29.5		9976		144		83
30.5		10127		187		110
31.5		10279		190		89
32.5		10655		194		121
33.5		10788		195		113
34.5		11188		232		109
35.5		11812		191		137
36.5		11797		200		131
37.5		12223		210		133
38.5		12250		246		122
39.5		12383		231		163
40.5		13036		262		154
41.5		12987		257		172
42.5		13378		276		175
43.5		13515		289		179
44.5		13730		326		190
45.5		13819		305		195
46.5		13959		361		189
47.5		14343		340		224
48.5		14482		360		213
49.5		14781		377		216
50.5		14812		393		240
51.5		15250		415		223
52.5		15104		449		260
53.5		15386		464		250
54.5		15746		465		253
55.5		15668		472		282
56.5		15875		516		242
57.5		16442		509		256
58.5		16342		526		268
59.5		16515		545		285
60.5		16541		564		308
61.5		16634		605		305
62.5		16557		567		307
63.5		16908		638		352
64.5		17074		606		335
65.5		17353		658		350
66.5		17160		653		370
67.5		17193		729		356
68.5		17245		698		385
69.5		17552		699		369
70.5		17473		652		367
71.5		17641		705		399
72.5		17583		737		402
73.5		17906		773		409
74.5		17859		797		401
75.5		17781		752		424
76.5		18019		827		427
77.5		17892		845		425
78.5		17857		819		427
79.5		18120		847		414
80.5		18078		821		430
81.5		18069		827		422
82.5		18090		832		437
83.5		17942		851		477
84.5		18055		817		504
85.5		18083		817		475
86.5		17920		927		508
87.5		17714		875		535
88.5		17275		823		469
89.5		16482		779		510
