Abs(theta)	Type0		Type1		Type23
0.5		256		3		3
1.5		741		7		8
2.5		1241		16		13
3.5		1724		17		12
4.5		2255		15		16
5.5		2736		28		23
6.5		3197		33		32
7.5		3673		35		33
8.5		4206		44		29
9.5		4673		43		42
10.5		5193		52		29
11.5		5675		60		41
12.5		6164		79		59
13.5		6648		87		47
14.5		7129		73		56
15.5		7596		78		63
16.5		8080		114		50
17.5		8496		100		75
18.5		8994		104		77
19.5		9398		127		82
20.5		9912		118		83
21.5		10364		142		98
22.5		10792		139		99
23.5		11251		149		78
24.5		11689		135		121
25.5		12149		151		134
26.5		12536		179		109
27.5		12977		184		136
28.5		13444		198		130
29.5		13843		190		148
30.5		14222		217		153
31.5		14612		231		147
32.5		15035		236		161
33.5		15354		289		178
34.5		15795		274		171
35.5		16115		273		219
36.5		16631		310		203
37.5		16909		311		180
38.5		17291		342		207
39.5		17650		347		214
40.5		17989		334		237
41.5		18331		388		254
42.5		18673		391		246
43.5		18998		458		271
44.5		19329		440		242
45.5		19578		458		241
46.5		19903		452		307
47.5		20258		463		305
48.5		20392		555		321
49.5		20747		523		341
50.5		21023		561		341
51.5		21291		540		344
52.5		21604		577		355
53.5		21777		602		354
54.5		21926		648		364
55.5		22259		640		413
56.5		22483		686		387
57.5		22711		714		403
58.5		22975		751		407
59.5		23032		737		440
60.5		23262		792		416
61.5		23447		780		456
62.5		23502		817		484
63.5		23824		842		484
64.5		23968		790		532
65.5		24073		857		517
66.5		24327		883		481
67.5		24216		978		536
68.5		24525		918		517
69.5		24636		979		549
70.5		24802		967		573
71.5		24728		1010		546
72.5		24953		1000		574
73.5		24948		1070		614
74.5		25013		1080		582
75.5		25165		1030		629
76.5		25132		1103		632
77.5		25378		1101		646
78.5		25438		1117		614
79.5		25417		1120		676
80.5		25371		1189		692
81.5		25550		1108		716
82.5		25581		1095		719
83.5		25391		1136		666
84.5		25433		1136		737
85.5		25499		1175		691
86.5		25451		1167		758
87.5		25391		1175		764
88.5		25495		1196		772
89.5		24506		1120		777
