Abs(theta)	Type0		Type1		Type23
0.5		242		0		0
1.5		744		5		6
2.5		1236		12		6
3.5		1730		21		19
4.5		2200		23		19
5.5		2713		38		20
6.5		3223		30		26
7.5		3707		39		33
8.5		4223		41		25
9.5		4677		46		45
10.5		5158		63		40
11.5		5724		50		32
12.5		6152		66		53
13.5		6629		68		46
14.5		7142		74		50
15.5		7588		85		64
16.5		8063		73		72
17.5		8499		112		71
18.5		8981		97		75
19.5		9480		98		89
20.5		9872		141		95
21.5		10359		106		104
22.5		10818		142		98
23.5		11269		146		97
24.5		11708		157		125
25.5		12118		164		117
26.5		12564		178		120
27.5		12941		187		128
28.5		13372		205		142
29.5		13743		204		146
30.5		14283		217		166
31.5		14645		224		146
32.5		15048		261		166
33.5		15476		228		159
34.5		15755		259		186
35.5		16194		292		188
36.5		16552		271		195
37.5		16831		331		193
38.5		17283		315		233
39.5		17585		348		244
40.5		17945		382		220
41.5		18310		362		243
42.5		18710		374		272
43.5		18916		431		263
44.5		19216		458		277
45.5		19587		430		295
46.5		19868		495		303
47.5		20139		519		276
48.5		20497		513		310
49.5		20829		493		307
50.5		20989		546		330
51.5		21324		560		317
52.5		21530		588		345
53.5		21809		582		373
54.5		22115		609		391
55.5		22276		622		387
56.5		22541		630		399
57.5		22739		675		402
58.5		22944		708		423
59.5		23011		787		426
60.5		23286		790		431
61.5		23413		800		484
62.5		23602		799		469
63.5		23727		821		484
64.5		23940		835		432
65.5		23976		884		493
66.5		24092		945		463
67.5		24290		953		522
68.5		24452		944		501
69.5		24547		995		580
70.5		24576		963		577
71.5		24753		1045		590
72.5		24845		989		625
73.5		25058		1008		660
74.5		24960		1107		585
75.5		25057		1033		613
76.5		25073		1170		617
77.5		25201		1147		656
78.5		25444		1042		606
79.5		25346		1137		626
80.5		25365		1168		658
81.5		25503		1138		659
82.5		25320		1205		716
83.5		25326		1195		699
84.5		25528		1092		673
85.5		25299		1171		723
86.5		25567		1193		718
87.5		24937		1185		732
88.5		24544		1113		780
89.5		23167		1085		690
