Abs(theta)	Type0		Type1		Type23
0.5		499		5		5
1.5		1502		13		8
2.5		2512		24		15
3.5		3510		29		36
4.5		4507		49		36
5.5		5500		51		53
6.5		6492		81		70
7.5		7481		76		54
8.5		8482		78		75
9.5		9432		96		85
10.5		10449		116		86
11.5		11404		138		84
12.5		12375		160		110
13.5		13343		149		103
14.5		14309		161		125
15.5		15330		168		103
16.5		16233		205		137
17.5		17267		205		149
18.5		18188		220		151
19.5		19077		233		165
20.5		20080		231		161
21.5		20831		298		173
22.5		21874		288		201
23.5		22728		307		214
24.5		23681		340		206
25.5		24548		336		223
26.5		25322		365		237
27.5		26297		387		235
28.5		27039		417		265
29.5		27895		454		280
30.5		28771		423		282
31.5		29468		520		303
32.5		30297		549		329
33.5		31120		554		367
34.5		31893		566		361
35.5		32736		613		357
36.5		33422		618		369
37.5		34245		675		375
38.5		35006		663		388
39.5		35593		736		436
40.5		36366		734		446
41.5		37018		739		450
42.5		37730		834		482
43.5		38344		890		514
44.5		38959		885		510
45.5		39566		904		558
46.5		40196		1036		520
47.5		40783		1034		551
48.5		41356		1054		558
49.5		41819		1091		652
50.5		42579		1193		651
51.5		42979		1172		633
52.5		43646		1221		623
53.5		43988		1222		739
54.5		44428		1313		720
55.5		44909		1398		765
56.5		45309		1463		776
57.5		45823		1514		795
58.5		46255		1500		838
59.5		46648		1564		860
60.5		47002		1586		852
61.5		47407		1649		892
62.5		47566		1725		917
63.5		48013		1700		949
64.5		48276		1789		934
65.5		48755		1857		920
66.5		48791		1893		1052
67.5		49274		1897		948
68.5		49493		1963		1049
69.5		49867		1973		1077
70.5		49984		2001		1139
71.5		50159		2151		1132
72.5		50379		2022		1223
73.5		50359		2211		1194
74.5		50651		2250		1151
75.5		50813		2236		1214
76.5		50949		2299		1199
77.5		51181		2317		1223
78.5		51208		2359		1262
79.5		51391		2292		1266
80.5		51338		2383		1282
81.5		51507		2301		1317
82.5		51496		2445		1277
83.5		51636		2377		1317
84.5		51821		2419		1334
85.5		51914		2469		1378
86.5		51843		2459		1364
87.5		50571		2387		1407
88.5		50604		2401		1454
89.5		50310		2381		1432
