Abs(theta)	Type0		Type1		Type23
0.5		181		4		1
1.5		513		6		4
2.5		852		6		7
3.5		1097		12		14
4.5		1412		14		15
5.5		1823		22		15
6.5		2042		23		15
7.5		2445		24		29
8.5		2755		37		21
9.5		3057		34		22
10.5		3551		46		27
11.5		3764		56		29
12.5		3965		48		39
13.5		4473		42		43
14.5		4597		47		41
15.5		4991		63		50
16.5		5251		50		35
17.5		5590		76		72
18.5		5846		71		46
19.5		6082		92		55
20.5		6357		72		47
21.5		6789		94		56
22.5		7088		92		53
23.5		7379		117		78
24.5		7813		117		76
25.5		7908		114		69
26.5		8326		130		69
27.5		8528		134		73
28.5		8753		146		91
29.5		8949		136		106
30.5		9333		155		103
31.5		9669		171		90
32.5		9900		160		118
33.5		10128		162		124
34.5		10528		172		112
35.5		10528		182		121
36.5		10896		189		95
37.5		10991		197		115
38.5		11293		232		121
39.5		11753		225		131
40.5		11737		239		146
41.5		12033		251		164
42.5		12430		292		149
43.5		12471		282		139
44.5		12493		299		141
45.5		12837		304		188
46.5		13191		300		201
47.5		13370		338		195
48.5		13509		371		209
49.5		13548		372		216
50.5		13688		364		217
51.5		14094		407		219
52.5		13878		396		218
53.5		14144		399		228
54.5		14431		409		255
55.5		14867		435		242
56.5		14785		463		225
57.5		14942		491		247
58.5		15214		498		275
59.5		15056		548		286
60.5		15314		478		269
61.5		15268		562		293
62.5		15584		567		288
63.5		15659		564		310
64.5		15636		579		288
65.5		15646		593		329
66.5		15766		605		286
67.5		15933		604		344
68.5		16136		604		333
69.5		16287		667		366
70.5		16418		658		366
71.5		16153		653		346
72.5		16332		716		364
73.5		16340		651		374
74.5		16290		714		391
75.5		16340		710		390
76.5		16327		809		387
77.5		16642		751		382
78.5		16736		808		397
79.5		16575		717		409
80.5		16823		762		441
81.5		16700		742		406
82.5		16941		793		413
83.5		17045		787		472
84.5		16725		773		426
85.5		17061		816		468
86.5		16840		823		445
87.5		16623		774		473
88.5		16538		730		500
89.5		16772		738		455
