Abs(theta)	Type0		Type1		Type23
0.5		181		4		1
1.5		536		2		2
2.5		814		11		10
3.5		1211		8		6
4.5		1592		15		8
5.5		1865		19		11
6.5		2362		22		17
7.5		2615		24		21
8.5		3027		38		21
9.5		3364		32		35
10.5		3658		35		26
11.5		3931		34		26
12.5		4348		48		26
13.5		4716		56		40
14.5		4965		59		45
15.5		5455		56		47
16.5		5755		66		50
17.5		6141		83		53
18.5		6186		76		52
19.5		6580		87		71
20.5		6979		98		45
21.5		7364		90		56
22.5		7743		108		84
23.5		7979		92		71
24.5		8371		109		83
25.5		8667		135		84
26.5		9017		123		82
27.5		9174		147		70
28.5		9558		156		104
29.5		9749		143		99
30.5		10037		168		99
31.5		10364		179		108
32.5		10781		174		122
33.5		10945		200		123
34.5		11166		200		119
35.5		11367		209		132
36.5		11825		213		108
37.5		12023		219		142
38.5		12174		258		129
39.5		12587		270		161
40.5		12848		256		156
41.5		12965		283		168
42.5		13410		271		195
43.5		13512		337		167
44.5		13713		342		155
45.5		13813		313		197
46.5		14133		362		198
47.5		14218		351		207
48.5		14631		402		205
49.5		14650		403		203
50.5		14912		408		205
51.5		15143		414		245
52.5		15408		422		233
53.5		15712		457		261
54.5		15602		466		252
55.5		15638		512		292
56.5		15915		507		288
57.5		16167		530		255
58.5		16338		560		265
59.5		16524		517		276
60.5		16590		560		304
61.5		16655		600		341
62.5		16542		589		335
63.5		16946		628		357
64.5		17190		641		352
65.5		16997		695		352
66.5		17328		658		372
67.5		17273		696		368
68.5		17255		695		354
69.5		17249		702		380
70.5		17321		717		364
71.5		17477		749		382
72.5		17609		721		391
73.5		17792		762		396
74.5		17966		771		426
75.5		17809		726		428
76.5		18115		817		371
77.5		18098		828		413
78.5		17875		824		482
79.5		18100		839		477
80.5		18058		876		451
81.5		18043		814		453
82.5		18071		799		436
83.5		18274		837		499
84.5		17897		794		512
85.5		18015		879		522
86.5		18009		863		474
87.5		17926		836		477
88.5		17232		816		499
89.5		16578		787		499
