Abs(theta)	Type0		Type1		Type23
0.5		501		5		2
1.5		1513		14		11
2.5		2531		15		17
3.5		3528		25		22
4.5		4504		49		36
5.5		5495		64		36
6.5		6473		70		53
7.5		7487		69		58
8.5		8445		110		60
9.5		9534		91		53
10.5		10472		127		85
11.5		11442		119		98
12.5		12427		124		104
13.5		13365		165		104
14.5		14365		146		108
15.5		15318		160		136
16.5		16217		192		151
17.5		17204		216		134
18.5		18187		195		185
19.5		19088		238		146
20.5		19998		253		189
21.5		20941		260		177
22.5		21909		282		195
23.5		22703		299		208
24.5		23589		310		234
25.5		24452		333		230
26.5		25379		383		219
27.5		26221		376		262
28.5		27255		380		260
29.5		27941		440		238
30.5		28779		472		309
31.5		29643		484		299
32.5		30368		527		336
33.5		31181		525		332
34.5		31931		601		341
35.5		32699		574		377
36.5		33477		665		361
37.5		34074		716		392
38.5		34892		710		377
39.5		35633		742		455
40.5		36324		742		462
41.5		36999		789		479
42.5		37828		785		484
43.5		38344		857		479
44.5		38981		902		497
45.5		39647		945		516
46.5		40278		973		579
47.5		40780		1113		578
48.5		41241		1061		575
49.5		41858		1080		652
50.5		42541		1143		669
51.5		43009		1172		663
52.5		43531		1253		727
53.5		44043		1272		723
54.5		44568		1229		746
55.5		44873		1385		762
56.5		45365		1408		826
57.5		45966		1406		811
58.5		46309		1525		796
59.5		46668		1511		873
60.5		47099		1575		855
61.5		47300		1674		890
62.5		47775		1657		934
63.5		48051		1781		978
64.5		48402		1817		955
65.5		48584		1904		998
66.5		49041		1882		997
67.5		49301		1961		1023
68.5		49493		1897		1051
69.5		49775		2106		1069
70.5		49913		2099		1102
71.5		50097		2187		1115
72.5		50419		2183		1164
73.5		50660		2159		1119
74.5		50756		2138		1161
75.5		51032		2214		1208
76.5		51102		2327		1203
77.5		51100		2391		1234
78.5		51439		2290		1208
79.5		51439		2315		1222
80.5		51434		2350		1305
81.5		51459		2366		1333
82.5		51648		2349		1322
83.5		51504		2364		1327
84.5		51635		2520		1347
85.5		51802		2470		1367
86.5		51528		2450		1473
87.5		51633		2519		1431
88.5		51301		2527		1497
89.5		49694		2396		1499
