Abs(theta)	Type0		Type1		Type23
0.5		150		2		3
1.5		513		4		2
2.5		771		10		8
3.5		1132		7		9
4.5		1468		18		8
5.5		1831		11		15
6.5		2143		18		8
7.5		2396		23		20
8.5		2854		38		20
9.5		2996		26		31
10.5		3447		41		21
11.5		3705		40		28
12.5		4048		48		35
13.5		4367		44		37
14.5		4746		37		30
15.5		5011		48		34
16.5		5192		67		39
17.5		5562		75		48
18.5		5892		73		66
19.5		6182		82		52
20.5		6380		79		54
21.5		6630		94		58
22.5		7093		102		62
23.5		7194		91		71
24.5		7880		92		66
25.5		7952		122		71
26.5		8287		109		76
27.5		8552		128		83
28.5		8909		111		88
29.5		9180		123		117
30.5		9389		167		98
31.5		9625		174		88
32.5		9892		178		105
33.5		10070		200		119
34.5		10436		155		109
35.5		10812		174		103
36.5		10878		217		125
37.5		11265		216		122
38.5		11301		229		139
39.5		11530		240		126
40.5		11839		230		142
41.5		12007		276		160
42.5		12587		272		156
43.5		12385		311		160
44.5		12629		316		189
45.5		12796		289		184
46.5		13080		323		187
47.5		13366		323		193
48.5		13368		356		228
49.5		13516		352		211
50.5		14072		369		241
51.5		14180		389		235
52.5		14092		389		208
53.5		14306		398		261
54.5		14793		459		242
55.5		14768		453		222
56.5		14789		494		253
57.5		15150		432		274
58.5		14927		503		284
59.5		15129		533		271
60.5		15558		517		294
61.5		15637		552		284
62.5		15599		567		305
63.5		15732		560		322
64.5		15962		562		298
65.5		16239		587		331
66.5		15712		636		327
67.5		16105		685		344
68.5		16201		626		332
69.5		16311		679		350
70.5		16210		672		368
71.5		16331		664		392
72.5		16361		700		354
73.5		16506		730		340
74.5		16404		743		360
75.5		16535		758		393
76.5		16632		728		393
77.5		16740		739		381
78.5		16733		770		421
79.5		16793		748		446
80.5		16820		813		402
81.5		16946		782		412
82.5		16938		791		476
83.5		17088		820		401
84.5		16960		815		482
85.5		17002		823		473
86.5		16804		798		436
87.5		16842		863		458
88.5		16887		807		484
89.5		16112		749		516
