Abs(theta)	Type0		Type1		Type23
0.5		173		0		1
1.5		539		3		4
2.5		925		7		6
3.5		1256		16		11
4.5		1583		14		8
5.5		1963		17		13
6.5		2314		26		22
7.5		2671		25		18
8.5		2872		22		20
9.5		3458		39		21
10.5		3706		34		29
11.5		4004		45		27
12.5		4451		39		33
13.5		4723		55		43
14.5		5211		49		43
15.5		5385		67		45
16.5		5841		55		38
17.5		6061		77		42
18.5		6458		63		49
19.5		6652		88		49
20.5		7167		95		56
21.5		7308		90		73
22.5		7639		102		59
23.5		8092		114		68
24.5		8279		103		79
25.5		8712		127		94
26.5		8941		129		76
27.5		9214		163		83
28.5		9455		137		96
29.5		9720		180		98
30.5		10263		146		101
31.5		10561		191		138
32.5		10582		171		116
33.5		11128		202		105
34.5		11210		196		122
35.5		11599		211		130
36.5		11740		240		116
37.5		12113		244		163
38.5		12526		208		156
39.5		12599		271		150
40.5		12768		265		158
41.5		13097		293		168
42.5		13204		312		206
43.5		13386		276		194
44.5		13827		328		165
45.5		14086		317		188
46.5		14081		360		197
47.5		14347		385		211
48.5		14613		360		229
49.5		14886		363		223
50.5		15096		409		212
51.5		15108		447		226
52.5		15464		490		239
53.5		15445		457		253
54.5		15709		463		253
55.5		15617		484		262
56.5		15991		511		283
57.5		16106		527		284
58.5		16236		529		275
59.5		16443		578		315
60.5		16568		599		287
61.5		16635		599		340
62.5		16730		609		317
63.5		17085		634		346
64.5		17024		649		326
65.5		17112		702		355
66.5		17037		702		333
67.5		17186		709		351
68.5		17614		740		424
69.5		17449		757		375
70.5		17761		700		394
71.5		17726		792		400
72.5		17613		768		410
73.5		17900		736		429
74.5		17850		820		406
75.5		18048		775		397
76.5		17915		834		451
77.5		17937		814		428
78.5		18170		850		432
79.5		18068		812		445
80.5		18128		836		443
81.5		18318		818		452
82.5		18234		833		468
83.5		18453		807		482
84.5		18323		882		490
85.5		17832		913		485
86.5		18263		857		500
87.5		18190		858		525
88.5		18056		912		506
89.5		17445		864		530
