Abs(theta)	Type0		Type1		Type23
0.5		186		4		1
1.5		545		8		5
2.5		871		6		8
3.5		1319		9		6
4.5		1586		14		9
5.5		1934		21		16
6.5		2265		23		16
7.5		2666		31		23
8.5		2956		36		19
9.5		3426		32		25
10.5		3783		33		23
11.5		4057		44		38
12.5		4414		55		35
13.5		4609		49		38
14.5		5062		59		24
15.5		5263		62		49
16.5		5798		75		46
17.5		6136		63		48
18.5		6402		69		64
19.5		6807		86		62
20.5		6931		79		60
21.5		7452		88		61
22.5		7713		115		48
23.5		7979		99		72
24.5		8319		149		78
25.5		8607		101		74
26.5		8938		122		87
27.5		9405		145		77
28.5		9330		166		97
29.5		9898		150		101
30.5		10101		156		94
31.5		10382		178		110
32.5		10531		178		124
33.5		11084		186		113
34.5		10897		183		137
35.5		11557		205		130
36.5		11819		220		137
37.5		12172		217		148
38.5		12341		269		161
39.5		12605		272		152
40.5		13117		281		154
41.5		13105		271		159
42.5		13337		304		162
43.5		13678		311		186
44.5		13845		310		189
45.5		13922		332		221
46.5		14104		346		222
47.5		14437		354		231
48.5		14512		361		199
49.5		14564		425		197
50.5		15030		379		256
51.5		14901		390		217
52.5		15283		431		245
53.5		15411		480		284
54.5		15557		493		251
55.5		15679		475		271
56.5		15894		471		254
57.5		16159		496		276
58.5		16454		531		248
59.5		16279		561		302
60.5		16512		592		304
61.5		16873		542		318
62.5		16652		612		336
63.5		16838		635		368
64.5		17039		606		333
65.5		17228		670		363
66.5		17194		630		355
67.5		17299		693		353
68.5		17544		732		363
69.5		17443		742		450
70.5		17602		761		396
71.5		17552		765		392
72.5		17650		726		397
73.5		17897		793		415
74.5		17724		732		444
75.5		17985		815		489
76.5		17873		816		427
77.5		17823		823		452
78.5		18128		803		480
79.5		18310		791		413
80.5		18006		886		444
81.5		18134		828		474
82.5		18444		834		448
83.5		18247		875		502
84.5		18183		894		516
85.5		18210		911		486
86.5		18129		881		507
87.5		18160		891		553
88.5		18046		836		518
89.5		17320		926		510
