Abs(theta)	Type0		Type1		Type23
0.5		499		11		3
1.5		1510		12		9
2.5		2506		25		9
3.5		3520		41		28
4.5		4508		47		29
5.5		5509		56		39
6.5		6523		71		56
7.5		7483		94		56
8.5		8493		96		63
9.5		9470		100		61
10.5		10442		112		96
11.5		11451		118		98
12.5		12453		148		94
13.5		13407		156		93
14.5		14310		169		120
15.5		15353		172		125
16.5		16233		183		143
17.5		17160		214		154
18.5		18155		224		135
19.5		19078		246		162
20.5		19950		244		165
21.5		20930		280		199
22.5		21837		259		166
23.5		22679		316		201
24.5		23629		303		207
25.5		24536		350		240
26.5		25370		387		236
27.5		26190		377		290
28.5		27121		408		250
29.5		28039		411		274
30.5		28854		415		313
31.5		29613		494		271
32.5		30404		506		293
33.5		31149		539		306
34.5		31979		569		357
35.5		32771		573		371
36.5		33578		596		377
37.5		34077		709		407
38.5		34917		692		436
39.5		35613		750		448
40.5		36268		771		446
41.5		37011		770		446
42.5		37659		835		454
43.5		38280		871		519
44.5		38960		892		542
45.5		39493		936		555
46.5		40288		987		554
47.5		40782		1068		574
48.5		41374		1050		609
49.5		42087		1092		606
50.5		42445		1159		625
51.5		42942		1209		673
52.5		43533		1256		658
53.5		44134		1215		698
54.5		44535		1263		735
55.5		45013		1390		773
56.5		45404		1456		802
57.5		45926		1481		770
58.5		46220		1520		838
59.5		46659		1533		832
60.5		47081		1518		892
61.5		47438		1628		850
62.5		47925		1715		903
63.5		48014		1772		976
64.5		48346		1802		956
65.5		48701		1847		1006
66.5		48844		1920		995
67.5		49249		1940		1008
68.5		49391		2032		1073
69.5		49782		2017		1076
70.5		50054		2082		1144
71.5		50160		2056		1088
72.5		50445		2148		1158
73.5		50618		2102		1138
74.5		50626		2322		1219
75.5		50791		2293		1171
76.5		50999		2266		1263
77.5		51208		2253		1249
78.5		51164		2337		1278
79.5		51410		2443		1279
80.5		51396		2394		1274
81.5		51316		2417		1340
82.5		51593		2435		1291
83.5		51743		2408		1365
84.5		51704		2428		1381
85.5		51684		2471		1359
86.5		51893		2479		1333
87.5		51525		2495		1444
88.5		51748		2388		1476
89.5		49828		2463		1458
