Abs(theta)	Type0		Type1		Type23
0.5		257		2		3
1.5		750		5		6
2.5		1258		12		4
3.5		1741		19		9
4.5		2219		19		14
5.5		2715		27		20
6.5		3215		27		21
7.5		3710		37		30
8.5		4205		41		31
9.5		4716		39		33
10.5		5145		54		48
11.5		5635		43		44
12.5		6170		56		45
13.5		6591		82		48
14.5		7074		98		62
15.5		7576		85		72
16.5		8077		99		69
17.5		8502		97		74
18.5		8988		100		89
19.5		9418		117		74
20.5		9913		119		81
21.5		10388		123		80
22.5		10807		123		87
23.5		11251		150		90
24.5		11743		147		103
25.5		12094		167		117
26.5		12578		169		123
27.5		12973		188		135
28.5		13378		219		131
29.5		13812		199		171
30.5		14226		229		163
31.5		14575		230		140
32.5		15022		238		178
33.5		15443		270		167
34.5		15776		285		176
35.5		16217		270		172
36.5		16508		320		210
37.5		16944		279		194
38.5		17261		337		236
39.5		17575		367		234
40.5		18010		359		246
41.5		18329		390		244
42.5		18624		391		242
43.5		18930		433		268
44.5		19298		428		264
45.5		19557		450		254
46.5		19923		452		282
47.5		20257		492		275
48.5		20471		540		305
49.5		20724		522		328
50.5		21047		549		320
51.5		21285		585		349
52.5		21539		592		352
53.5		21755		634		372
54.5		21959		597		387
55.5		22266		639		367
56.5		22462		723		370
57.5		22692		699		421
58.5		22849		759		415
59.5		23044		764		451
60.5		23296		774		464
61.5		23349		829		477
62.5		23430		825		484
63.5		23793		784		484
64.5		23931		909		520
65.5		24093		886		551
66.5		24259		919		483
67.5		24369		886		530
68.5		24465		1006		548
69.5		24673		914		597
70.5		24709		981		578
71.5		24855		991		621
72.5		24966		959		576
73.5		24981		1038		583
74.5		25222		1022		602
75.5		25227		1031		653
76.5		25104		1121		643
77.5		25218		1080		635
78.5		25453		1108		661
79.5		25386		1097		724
80.5		25541		1133		711
81.5		25430		1144		672
82.5		25504		1120		702
83.5		25327		1180		680
84.5		25553		1157		722
85.5		25443		1150		714
86.5		25352		1198		739
87.5		25452		1163		770
88.5		25623		1236		751
89.5		24402		1152		738
