Abs(theta)	Type0		Type1		Type23
0.5		254		1		1
1.5		760		4		7
2.5		1223		18		14
3.5		1757		22		15
4.5		2250		21		10
5.5		2718		24		35
6.5		3214		30		19
7.5		3699		49		34
8.5		4194		40		26
9.5		4682		53		29
10.5		5176		53		32
11.5		5675		55		58
12.5		6127		83		53
13.5		6657		75		66
14.5		7066		93		58
15.5		7611		76		52
16.5		8041		89		81
17.5		8515		112		69
18.5		8977		115		67
19.5		9418		113		90
20.5		9891		117		67
21.5		10371		152		99
22.5		10847		136		89
23.5		11265		152		94
24.5		11721		154		102
25.5		12120		145		94
26.5		12574		167		104
27.5		12974		202		128
28.5		13368		209		144
29.5		13838		202		128
30.5		14130		235		147
31.5		14654		212		167
32.5		15042		253		169
33.5		15462		257		155
34.5		15802		257		198
35.5		16209		270		183
36.5		16543		307		188
37.5		17022		283		186
38.5		17296		310		223
39.5		17603		360		186
40.5		17972		354		228
41.5		18306		365		244
42.5		18653		388		220
43.5		18983		405		297
44.5		19266		402		278
45.5		19545		465		259
46.5		19864		451		306
47.5		20118		470		272
48.5		20448		494		282
49.5		20815		522		331
50.5		20989		537		340
51.5		21262		600		317
52.5		21541		557		335
53.5		21748		623		382
54.5		22025		650		369
55.5		22220		653		382
56.5		22433		673		414
57.5		22628		708		409
58.5		22908		736		434
59.5		23039		739		453
60.5		23248		779		412
61.5		23437		790		444
62.5		23665		864		467
63.5		23788		840		476
64.5		23971		814		469
65.5		24070		890		553
66.5		24169		942		522
67.5		24238		940		559
68.5		24472		953		495
69.5		24524		961		570
70.5		24637		974		585
71.5		24925		954		575
72.5		24976		967		548
73.5		25031		1065		600
74.5		25140		1064		614
75.5		25116		1098		611
76.5		25166		1126		634
77.5		25360		1044		661
78.5		25284		1117		602
79.5		25474		1108		680
80.5		25356		1122		659
81.5		25503		1141		672
82.5		25367		1212		642
83.5		25473		1167		740
84.5		25436		1169		714
85.5		25486		1190		754
86.5		25342		1156		784
87.5		25488		1172		805
88.5		25427		1190		742
89.5		24380		1154		754
