Abs(theta)	Type0		Type1		Type23
0.5		243		4		1
1.5		753		4		3
2.5		1230		17		9
3.5		1729		10		16
4.5		2225		19		19
5.5		2736		19		17
6.5		3235		29		26
7.5		3712		45		20
8.5		4189		43		29
9.5		4713		45		36
10.5		5196		55		39
11.5		5668		60		41
12.5		6160		73		42
13.5		6633		60		61
14.5		7149		64		67
15.5		7549		98		61
16.5		8037		80		69
17.5		8530		97		76
18.5		9011		115		87
19.5		9489		99		63
20.5		9916		121		81
21.5		10334		138		102
22.5		10830		124		92
23.5		11299		154		95
24.5		11658		163		115
25.5		12052		157		139
26.5		12539		185		120
27.5		12959		197		134
28.5		13441		154		131
29.5		13813		228		148
30.5		14222		247		137
31.5		14639		230		167
32.5		15089		232		185
33.5		15451		234		171
34.5		15904		256		170
35.5		16202		281		187
36.5		16551		303		207
37.5		16971		336		210
38.5		17304		340		205
39.5		17658		346		225
40.5		18022		370		207
41.5		18297		392		217
42.5		18676		411		223
43.5		18917		428		263
44.5		19245		437		276
45.5		19581		452		283
46.5		19860		474		267
47.5		20174		498		273
48.5		20473		516		299
49.5		20801		510		281
50.5		21099		531		308
51.5		21323		564		335
52.5		21543		601		383
53.5		21765		627		343
54.5		21984		623		388
55.5		22177		682		414
56.5		22487		660		412
57.5		22677		686		403
58.5		22869		739		396
59.5		23101		743		494
60.5		23168		796		460
61.5		23557		789		461
62.5		23657		770		486
63.5		23760		857		490
64.5		23890		868		478
65.5		24041		872		473
66.5		24331		864		545
67.5		24498		892		543
68.5		24484		953		540
69.5		24692		900		515
70.5		24706		987		586
71.5		24687		1041		636
72.5		25036		981		562
73.5		25012		1002		631
74.5		25135		1049		644
75.5		25047		1119		628
76.5		25134		1083		587
77.5		25222		1089		638
78.5		25427		1105		650
79.5		25334		1092		700
80.5		25367		1156		670
81.5		25300		1172		663
82.5		25509		1129		672
83.5		25604		1159		708
84.5		25575		1200		675
85.5		25501		1200		713
86.5		25466		1197		725
87.5		25598		1182		740
88.5		25447		1187		739
89.5		24532		1146		747
