Abs(theta)	Type0		Type1		Type23
0.5		243		1		2
1.5		748		4		11
2.5		1260		8		5
3.5		1740		16		11
4.5		2218		21		22
5.5		2716		28		22
6.5		3209		32		31
7.5		3721		39		27
8.5		4177		48		28
9.5		4662		39		41
10.5		5186		54		47
11.5		5679		59		53
12.5		6127		66		52
13.5		6626		87		56
14.5		7067		89		61
15.5		7559		88		72
16.5		8062		88		70
17.5		8482		97		70
18.5		8963		113		91
19.5		9444		125		90
20.5		9848		122		91
21.5		10327		142		105
22.5		10805		149		93
23.5		11229		141		107
24.5		11693		153		119
25.5		12101		164		128
26.5		12543		186		126
27.5		12974		186		127
28.5		13356		197		135
29.5		13869		182		147
30.5		14256		206		138
31.5		14608		255		171
32.5		15016		243		183
33.5		15430		271		155
34.5		15729		288		191
35.5		16161		283		174
36.5		16536		301		207
37.5		16927		314		194
38.5		17299		303		187
39.5		17632		318		226
40.5		17916		348		227
41.5		18255		371		224
42.5		18648		415		227
43.5		19030		427		255
44.5		19246		414		284
45.5		19656		423		266
46.5		19875		458		268
47.5		20169		492		293
48.5		20386		507		331
49.5		20727		503		303
50.5		20957		568		325
51.5		21162		581		346
52.5		21481		591		357
53.5		21668		647		376
54.5		21989		661		383
55.5		22342		619		341
56.5		22440		713		391
57.5		22638		656		419
58.5		22926		672		436
59.5		23087		709		459
60.5		23240		774		487
61.5		23329		822		480
62.5		23570		801		451
63.5		23683		901		508
64.5		23953		839		501
65.5		24076		826		503
66.5		24311		861		503
67.5		24398		930		504
68.5		24471		893		489
69.5		24525		953		568
70.5		24678		975		551
71.5		24706		984		568
72.5		24943		1053		536
73.5		24930		1011		642
74.5		25081		1075		573
75.5		25103		1084		632
76.5		25080		1089		641
77.5		25237		1064		640
78.5		25321		1084		642
79.5		25279		1074		660
80.5		25509		1106		692
81.5		25325		1146		686
82.5		25446		1182		686
83.5		25508		1209		704
84.5		25661		1098		678
85.5		25580		1111		761
86.5		25512		1147		758
87.5		25033		1168		751
88.5		24916		1190		704
89.5		24909		1139		664
