Abs(theta)	Type0		Type1		Type23
0.5		248		3		1
1.5		761		5		4
2.5		1241		7		11
3.5		1732		17		13
4.5		2220		30		21
5.5		2712		27		25
6.5		3248		30		27
7.5		3722		33		33
8.5		4213		36		38
9.5		4737		42		45
10.5		5216		54		30
11.5		5640		64		52
12.5		6111		77		49
13.5		6611		67		52
14.5		7100		64		46
15.5		7571		92		53
16.5		8114		80		68
17.5		8481		91		71
18.5		9028		77		106
19.5		9438		135		85
20.5		9865		122		99
21.5		10358		121		101
22.5		10816		133		99
23.5		11253		130		92
24.5		11708		166		110
25.5		12142		185		130
26.5		12597		163		133
27.5		12963		179		137
28.5		13388		198		132
29.5		13812		187		131
30.5		14329		223		146
31.5		14597		253		148
32.5		15037		233		185
33.5		15476		222		162
34.5		15816		263		195
35.5		16222		299		181
36.5		16528		294		209
37.5		16942		336		186
38.5		17310		312		197
39.5		17632		339		230
40.5		17964		388		229
41.5		18344		365		220
42.5		18541		397		271
43.5		18929		449		247
44.5		19219		455		248
45.5		19580		447		294
46.5		19880		457		299
47.5		20217		487		285
48.5		20491		495		326
49.5		20758		510		322
50.5		21055		566		283
51.5		21252		580		341
52.5		21521		585		362
53.5		21743		615		364
54.5		22024		632		376
55.5		22268		628		412
56.5		22416		684		407
57.5		22638		711		431
58.5		22824		772		407
59.5		23001		746		444
60.5		23251		748		441
61.5		23438		780		446
62.5		23678		793		434
63.5		23651		858		503
64.5		23920		886		492
65.5		24049		845		529
66.5		24158		888		518
67.5		24281		911		529
68.5		24555		907		535
69.5		24497		1001		531
70.5		24874		881		561
71.5		24824		965		559
72.5		24809		1030		665
73.5		24956		1060		606
74.5		25012		1063		583
75.5		25025		1093		636
76.5		25255		1081		648
77.5		25172		1149		624
78.5		25289		1181		638
79.5		25396		1114		672
80.5		25417		1155		601
81.5		25490		1157		696
82.5		25354		1089		687
83.5		25472		1104		722
84.5		25438		1168		716
85.5		25606		1082		740
86.5		25426		1239		719
87.5		25632		1173		760
88.5		25392		1094		784
89.5		24497		1103		749
