Abs(theta)	Type0		Type1		Type23
0.5		177		1		0
1.5		506		3		10
2.5		885		8		9
3.5		1202		10		13
4.5		1580		22		13
5.5		1903		16		17
6.5		2263		24		12
7.5		2685		24		21
8.5		2985		40		28
9.5		3329		27		25
10.5		3705		38		25
11.5		4129		44		41
12.5		4350		49		46
13.5		4820		47		35
14.5		4928		55		35
15.5		5388		65		41
16.5		5759		75		49
17.5		6106		76		40
18.5		6402		69		52
19.5		6661		71		64
20.5		7094		84		59
21.5		7386		88		62
22.5		7749		106		51
23.5		7892		105		58
24.5		8264		97		82
25.5		8651		131		81
26.5		9024		129		96
27.5		9246		148		75
28.5		9665		127		94
29.5		9763		146		107
30.5		10272		139		94
31.5		10348		162		110
32.5		10651		170		130
33.5		10961		204		103
34.5		11129		201		121
35.5		11422		238		139
36.5		11804		200		130
37.5		11927		230		162
38.5		12154		237		162
39.5		12504		248		153
40.5		12964		293		134
41.5		12922		281		157
42.5		13325		297		163
43.5		13571		282		182
44.5		13536		323		191
45.5		14001		350		193
46.5		14258		340		178
47.5		14445		376		224
48.5		14507		382		207
49.5		14819		384		195
50.5		14821		399		217
51.5		15255		421		249
52.5		15306		436		213
53.5		15266		458		263
54.5		15327		463		253
55.5		15937		480		258
56.5		16286		516		260
57.5		16187		516		270
58.5		16406		542		301
59.5		16294		567		284
60.5		16469		543		295
61.5		16713		576		294
62.5		16876		568		296
63.5		16895		676		325
64.5		16860		627		348
65.5		17156		628		362
66.5		17295		669		346
67.5		17237		699		342
68.5		17413		678		374
69.5		17593		704		440
70.5		17506		759		369
71.5		17876		758		405
72.5		17745		754		417
73.5		17776		737		373
74.5		17685		768		423
75.5		17949		813		428
76.5		17991		811		429
77.5		17819		805		426
78.5		17802		824		416
79.5		17904		855		468
80.5		18311		836		476
81.5		18191		816		462
82.5		18444		792		482
83.5		18154		807		453
84.5		18185		902		467
85.5		18220		875		477
86.5		18147		850		494
87.5		17738		832		531
88.5		17806		820		495
89.5		17805		819		531
