Abs(theta)	Type0		Type1		Type23
0.5		256		3		2
1.5		732		11		3
2.5		1232		9		13
3.5		1729		13		19
4.5		2225		29		16
5.5		2725		34		31
6.5		3217		43		24
7.5		3684		46		28
8.5		4206		38		28
9.5		4681		54		39
10.5		5141		64		44
11.5		5669		59		44
12.5		6195		54		45
13.5		6630		64		48
14.5		7088		85		54
15.5		7553		80		66
16.5		8058		93		64
17.5		8480		101		61
18.5		8995		109		63
19.5		9462		105		88
20.5		9909		109		98
21.5		10351		131		93
22.5		10797		129		90
23.5		11248		137		122
24.5		11743		142		132
25.5		12165		159		116
26.5		12617		175		118
27.5		13014		173		100
28.5		13401		181		116
29.5		13858		198		128
30.5		14194		202		146
31.5		14620		231		160
32.5		15045		233		183
33.5		15420		267		166
34.5		15792		287		184
35.5		16134		290		224
36.5		16538		272		202
37.5		16875		308		217
38.5		17212		349		243
39.5		17619		333		230
40.5		17991		359		218
41.5		18340		376		228
42.5		18613		387		228
43.5		18961		420		281
44.5		19283		426		296
45.5		19537		462		278
46.5		19815		509		284
47.5		20190		457		297
48.5		20552		468		284
49.5		20711		572		305
50.5		20957		578		302
51.5		21228		569		362
52.5		21524		614		354
53.5		21662		681		366
54.5		22013		654		354
55.5		22259		634		377
56.5		22480		683		407
57.5		22693		629		396
58.5		22768		792		426
59.5		23060		741		438
60.5		23259		760		458
61.5		23371		820		447
62.5		23525		837		451
63.5		23729		819		484
64.5		23899		873		505
65.5		24032		849		509
66.5		24190		917		517
67.5		24460		927		544
68.5		24547		927		520
69.5		24532		977		579
70.5		24594		991		569
71.5		24760		959		601
72.5		24807		1079		578
73.5		25008		1043		615
74.5		25116		1041		554
75.5		25172		1026		649
76.5		25113		1122		680
77.5		25222		1102		633
78.5		25191		1106		651
79.5		25328		1154		647
80.5		25389		1154		658
81.5		25513		1145		701
82.5		25390		1124		717
83.5		25391		1160		678
84.5		25416		1163		749
85.5		25400		1125		737
86.5		25400		1177		761
87.5		24832		1201		744
88.5		24416		1132		770
89.5		23142		1006		716
