Abs(theta)	Type0		Type1		Type23
0.5		249		2		0
1.5		757		8		5
2.5		1243		7		5
3.5		1747		19		13
4.5		2213		25		12
5.5		2720		31		24
6.5		3193		38		25
7.5		3723		29		27
8.5		4210		50		42
9.5		4699		52		30
10.5		5185		55		38
11.5		5661		61		38
12.5		6164		56		56
13.5		6645		73		60
14.5		7124		79		57
15.5		7604		85		65
16.5		8085		97		55
17.5		8521		99		66
18.5		8988		78		75
19.5		9484		117		77
20.5		9902		128		77
21.5		10383		125		101
22.5		10844		132		77
23.5		11285		119		109
24.5		11651		146		117
25.5		12133		152		122
26.5		12557		155		137
27.5		13009		181		112
28.5		13462		195		130
29.5		13810		201		144
30.5		14272		230		133
31.5		14693		222		153
32.5		15014		250		176
33.5		15401		272		170
34.5		15753		282		170
35.5		16238		278		163
36.5		16546		316		196
37.5		16894		318		210
38.5		17259		353		213
39.5		17635		392		203
40.5		18039		347		229
41.5		18310		385		241
42.5		18586		424		281
43.5		19005		398		220
44.5		19213		452		274
45.5		19585		423		284
46.5		19830		469		319
47.5		20166		475		291
48.5		20454		536		316
49.5		20711		533		331
50.5		20999		543		327
51.5		21267		513		330
52.5		21369		593		349
53.5		21786		581		361
54.5		21936		645		373
55.5		22175		630		394
56.5		22402		636		431
57.5		22681		712		415
58.5		22879		736		443
59.5		22961		788		417
60.5		23231		759		476
61.5		23511		765		444
62.5		23590		764		455
63.5		23702		802		482
64.5		23852		850		493
65.5		24097		874		508
66.5		24117		954		515
67.5		24255		918		532
68.5		24523		922		517
69.5		24627		1011		527
70.5		24701		971		528
71.5		24785		1010		630
72.5		24920		1003		642
73.5		24939		987		629
74.5		24962		1082		576
75.5		25134		1089		609
76.5		25133		1085		607
77.5		25276		1095		654
78.5		25247		1165		629
79.5		25433		1079		681
80.5		25333		1188		643
81.5		25409		1175		668
82.5		25392		1153		717
83.5		25419		1173		710
84.5		25473		1114		698
85.5		25393		1142		709
86.5		25263		1125		735
87.5		24924		1113		772
88.5		24504		1043		705
89.5		23263		1049		717
