Abs(theta)	Type0		Type1		Type23
0.5		153		3		2
1.5		509		3		5
2.5		878		6		8
3.5		1227		7		10
4.5		1527		23		15
5.5		1890		17		13
6.5		2037		23		20
7.5		2465		28		21
8.5		2725		39		20
9.5		3091		24		27
10.5		3509		33		25
11.5		3831		41		31
12.5		4083		48		25
13.5		4363		43		25
14.5		4694		64		42
15.5		5066		62		46
16.5		5300		65		53
17.5		5566		58		61
18.5		5887		78		44
19.5		6418		73		56
20.5		6636		80		59
21.5		6785		113		71
22.5		7387		97		70
23.5		7522		113		55
24.5		7808		123		69
25.5		8018		104		67
26.5		8469		135		73
27.5		8565		134		78
28.5		8800		136		97
29.5		9294		130		91
30.5		9441		158		96
31.5		9777		176		120
32.5		10099		163		99
33.5		10342		177		104
34.5		10453		187		106
35.5		10778		199		117
36.5		11045		235		113
37.5		11221		200		134
38.5		11445		241		136
39.5		11828		236		133
40.5		11879		242		148
41.5		12153		240		137
42.5		12217		280		171
43.5		12566		299		171
44.5		12601		262		189
45.5		13116		318		189
46.5		13211		317		211
47.5		13430		352		182
48.5		13581		360		189
49.5		13547		358		232
50.5		14002		380		240
51.5		14375		412		225
52.5		14410		415		235
53.5		14404		463		231
54.5		14799		439		249
55.5		14930		450		234
56.5		15191		477		242
57.5		14984		483		283
58.5		15097		509		274
59.5		15307		533		283
60.5		15506		546		250
61.5		15734		537		269
62.5		15775		569		307
63.5		15774		609		286
64.5		15862		581		299
65.5		16030		624		323
66.5		16053		670		364
67.5		16196		630		329
68.5		16142		700		395
69.5		16206		646		348
70.5		16444		641		373
71.5		16460		697		370
72.5		16624		741		372
73.5		16482		730		389
74.5		16797		760		380
75.5		16512		743		377
76.5		16638		769		383
77.5		16799		751		412
78.5		16567		769		424
79.5		16602		840		406
80.5		16581		798		415
81.5		16692		792		448
82.5		16994		778		434
83.5		17026		811		475
84.5		16750		809		454
85.5		17001		782		477
86.5		16998		801		462
87.5		16913		769		467
88.5		16741		817		512
89.5		16222		826		493
