Abs(theta)	Type0		Type1		Type23
0.5		483		10		5
1.5		1494		13		11
2.5		2485		17		23
3.5		3493		30		32
4.5		4416		47		45
5.5		5434		60		41
6.5		6396		68		47
7.5		7402		75		57
8.5		8411		89		49
9.5		9337		94		60
10.5		10366		101		86
11.5		11353		117		74
12.5		12182		152		92
13.5		13224		149		106
14.5		14152		159		102
15.5		15123		174		113
16.5		16055		190		141
17.5		16976		190		138
18.5		17879		211		159
19.5		18807		238		147
20.5		19768		248		171
21.5		20676		241		174
22.5		21562		295		178
23.5		22412		296		201
24.5		23396		321		211
25.5		24218		332		245
26.5		25075		376		207
27.5		25979		382		251
28.5		26789		394		241
29.5		27563		436		260
30.5		28431		426		285
31.5		29210		500		284
32.5		30017		485		313
33.5		30808		546		337
34.5		31540		569		364
35.5		32265		597		346
36.5		33061		607		399
37.5		33820		651		372
38.5		34393		686		416
39.5		35116		732		400
40.5		35952		740		434
41.5		36646		749		466
42.5		37146		852		488
43.5		37794		900		506
44.5		38436		913		483
45.5		39133		913		539
46.5		39763		956		520
47.5		40341		1032		524
48.5		40928		991		602
49.5		41412		1119		621
50.5		41984		1109		616
51.5		42534		1156		602
52.5		43093		1176		660
53.5		43409		1287		722
54.5		43962		1309		734
55.5		44399		1385		748
56.5		44799		1439		728
57.5		45264		1441		813
58.5		45568		1535		866
59.5		45999		1584		807
60.5		46411		1596		843
61.5		46772		1719		849
62.5		47179		1752		855
63.5		47439		1749		937
64.5		47786		1741		984
65.5		48024		1840		993
66.5		48321		1851		1048
67.5		48584		1987		1005
68.5		48856		2000		978
69.5		49141		2020		1098
70.5		49242		2076		1078
71.5		49702		2069		1078
72.5		49752		2078		1102
73.5		49926		2143		1142
74.5		50106		2286		1157
75.5		50207		2281		1129
76.5		50313		2319		1197
77.5		50676		2257		1159
78.5		50567		2287		1213
79.5		50605		2380		1221
80.5		50786		2300		1220
81.5		50815		2359		1255
82.5		50956		2379		1327
83.5		50783		2445		1366
84.5		51158		2381		1308
85.5		51049		2418		1393
86.5		50876		2388		1375
87.5		50971		2386		1488
88.5		51128		2469		1506
89.5		49056		2305		1454
